Autor1,Autor2,Evento
Marcio Imamura,Rodrigo Pereira dos Santos,WASHES
Elmo de Faria,Eunice Nunes,WASHES
Elmo de Faria,Fernando Magalhães,WASHES
Elmo de Faria,Jonas Boechat,WASHES
Elmo de Faria,Luciana Borges,WASHES
Elmo de Faria,Otávio Dantas,WASHES
Eunice Nunes,Fernando Magalhães,WASHES
Eunice Nunes,Jonas Boechat,WASHES
Eunice Nunes,Luciana Borges,WASHES
Eunice Nunes,Otávio Dantas,WASHES
Fernando Magalhães,Jonas Boechat,WASHES
Fernando Magalhães,Luciana Borges,WASHES
Fernando Magalhães,Otávio Dantas,WASHES
Jonas Boechat,Luciana Borges,WASHES
Jonas Boechat,Otávio Dantas,WASHES
Luciana Borges,Otávio Dantas,WASHES
Amanda Saccol,Carla Castanho,WIT
Amanda Saccol,Eduardo Silva,WIT
Amanda Saccol,Eduardo Spies,WIT
Amanda Saccol,Victor Alves,WIT
Carla Castanho,Eduardo Silva,WIT
Carla Castanho,Eduardo Spies,WIT
Carla Castanho,Victor Alves,WIT
Eduardo Silva,Eduardo Spies,WIT
Eduardo Silva,Victor Alves,WIT
Eduardo Spies,Victor Alves,WIT
Erlandson F. Saraiva,Guilherme G. Souza,SEMISH
Erlandson F. Saraiva,Ricardo R. Santos,SEMISH
Guilherme G. Souza,Ricardo R. Santos,SEMISH
Adenauer Yamin,Ana Pernas,SEMISH
Adenauer Yamin,Felipe Haertel,SEMISH
Adenauer Yamin,Jorge Barbosa,SEMISH
Adenauer Yamin,João Lopes,SEMISH
Adenauer Yamin,Leandro Camargo,SEMISH
Ana Pernas,Felipe Haertel,SEMISH
Ana Pernas,Jorge Barbosa,SEMISH
Ana Pernas,João Lopes,SEMISH
Ana Pernas,Leandro Camargo,SEMISH
Felipe Haertel,Jorge Barbosa,SEMISH
Felipe Haertel,João Lopes,SEMISH
Felipe Haertel,Leandro Camargo,SEMISH
Jorge Barbosa,João Lopes,SEMISH
Jorge Barbosa,Leandro Camargo,SEMISH
João Lopes,Leandro Camargo,SEMISH
Rafael C. S. Schouery,Renan F. F. da Silva,ETC
Rafael C. S. Schouery,Yulle G. F. Borges,ETC
Renan F. F. da Silva,Yulle G. F. Borges,ETC
Larissa Pessoa,Lia Martins,WIT
Larissa Pessoa,Raquel Folz,WIT
Larissa Pessoa,Rosiane Freitas,WIT
Larissa Pessoa,Victória Guimarães,WIT
Lia Martins,Raquel Folz,WIT
Lia Martins,Rosiane Freitas,WIT
Lia Martins,Victória Guimarães,WIT
Raquel Folz,Rosiane Freitas,WIT
Raquel Folz,Victória Guimarães,WIT
Rosiane Freitas,Victória Guimarães,WIT
Alice Barbosa do Couto,Amanda Raynara Quintana Theodoro,WIT
Alice Barbosa do Couto,Ariadne Nicoly Mori de Paula,WIT
Alice Barbosa do Couto,Bianca Fernandes Ribas,WIT
Alice Barbosa do Couto,Clara Scatena da Silva,WIT
Alice Barbosa do Couto,Claudia Santos Fernandes,WIT
Alice Barbosa do Couto,Diane Rosa da Silva,WIT
Alice Barbosa do Couto,Giovanna Mara Paes Franco,WIT
Alice Barbosa do Couto,Luana Arfux de Castro Nogueira,WIT
Alice Barbosa do Couto,Marcia Ferreira Cristaldo,WIT
Alice Barbosa do Couto,Maria Eduarda Alves Barbosa,WIT
Alice Barbosa do Couto,Marta Luzzi,WIT
Alice Barbosa do Couto,Nayara Arruda Cunha,WIT
Amanda Raynara Quintana Theodoro,Ariadne Nicoly Mori de Paula,WIT
Amanda Raynara Quintana Theodoro,Bianca Fernandes Ribas,WIT
Amanda Raynara Quintana Theodoro,Clara Scatena da Silva,WIT
Amanda Raynara Quintana Theodoro,Claudia Santos Fernandes,WIT
Amanda Raynara Quintana Theodoro,Diane Rosa da Silva,WIT
Amanda Raynara Quintana Theodoro,Giovanna Mara Paes Franco,WIT
Amanda Raynara Quintana Theodoro,Luana Arfux de Castro Nogueira,WIT
Amanda Raynara Quintana Theodoro,Marcia Ferreira Cristaldo,WIT
Amanda Raynara Quintana Theodoro,Maria Eduarda Alves Barbosa,WIT
Amanda Raynara Quintana Theodoro,Marta Luzzi,WIT
Amanda Raynara Quintana Theodoro,Nayara Arruda Cunha,WIT
Ariadne Nicoly Mori de Paula,Bianca Fernandes Ribas,WIT
Ariadne Nicoly Mori de Paula,Clara Scatena da Silva,WIT
Ariadne Nicoly Mori de Paula,Claudia Santos Fernandes,WIT
Ariadne Nicoly Mori de Paula,Diane Rosa da Silva,WIT
Ariadne Nicoly Mori de Paula,Giovanna Mara Paes Franco,WIT
Ariadne Nicoly Mori de Paula,Luana Arfux de Castro Nogueira,WIT
Ariadne Nicoly Mori de Paula,Marcia Ferreira Cristaldo,WIT
Ariadne Nicoly Mori de Paula,Maria Eduarda Alves Barbosa,WIT
Ariadne Nicoly Mori de Paula,Marta Luzzi,WIT
Ariadne Nicoly Mori de Paula,Nayara Arruda Cunha,WIT
Bianca Fernandes Ribas,Clara Scatena da Silva,WIT
Bianca Fernandes Ribas,Claudia Santos Fernandes,WIT
Bianca Fernandes Ribas,Diane Rosa da Silva,WIT
Bianca Fernandes Ribas,Giovanna Mara Paes Franco,WIT
Bianca Fernandes Ribas,Luana Arfux de Castro Nogueira,WIT
Bianca Fernandes Ribas,Marcia Ferreira Cristaldo,WIT
Bianca Fernandes Ribas,Maria Eduarda Alves Barbosa,WIT
Bianca Fernandes Ribas,Marta Luzzi,WIT
Bianca Fernandes Ribas,Nayara Arruda Cunha,WIT
Clara Scatena da Silva,Claudia Santos Fernandes,WIT
Clara Scatena da Silva,Diane Rosa da Silva,WIT
Clara Scatena da Silva,Giovanna Mara Paes Franco,WIT
Clara Scatena da Silva,Luana Arfux de Castro Nogueira,WIT
Clara Scatena da Silva,Marcia Ferreira Cristaldo,WIT
Clara Scatena da Silva,Maria Eduarda Alves Barbosa,WIT
Clara Scatena da Silva,Marta Luzzi,WIT
Clara Scatena da Silva,Nayara Arruda Cunha,WIT
Claudia Santos Fernandes,Diane Rosa da Silva,WIT
Claudia Santos Fernandes,Giovanna Mara Paes Franco,WIT
Claudia Santos Fernandes,Luana Arfux de Castro Nogueira,WIT
Claudia Santos Fernandes,Marcia Ferreira Cristaldo,WIT
Claudia Santos Fernandes,Maria Eduarda Alves Barbosa,WIT
Claudia Santos Fernandes,Marta Luzzi,WIT
Claudia Santos Fernandes,Nayara Arruda Cunha,WIT
Diane Rosa da Silva,Giovanna Mara Paes Franco,WIT
Diane Rosa da Silva,Luana Arfux de Castro Nogueira,WIT
Diane Rosa da Silva,Marcia Ferreira Cristaldo,WIT
Diane Rosa da Silva,Maria Eduarda Alves Barbosa,WIT
Diane Rosa da Silva,Marta Luzzi,WIT
Diane Rosa da Silva,Nayara Arruda Cunha,WIT
Giovanna Mara Paes Franco,Luana Arfux de Castro Nogueira,WIT
Giovanna Mara Paes Franco,Marcia Ferreira Cristaldo,WIT
Giovanna Mara Paes Franco,Maria Eduarda Alves Barbosa,WIT
Giovanna Mara Paes Franco,Marta Luzzi,WIT
Giovanna Mara Paes Franco,Nayara Arruda Cunha,WIT
Luana Arfux de Castro Nogueira,Marcia Ferreira Cristaldo,WIT
Luana Arfux de Castro Nogueira,Maria Eduarda Alves Barbosa,WIT
Luana Arfux de Castro Nogueira,Marta Luzzi,WIT
Luana Arfux de Castro Nogueira,Nayara Arruda Cunha,WIT
Marcia Ferreira Cristaldo,Maria Eduarda Alves Barbosa,WIT
Marcia Ferreira Cristaldo,Marta Luzzi,WIT
Marcia Ferreira Cristaldo,Nayara Arruda Cunha,WIT
Maria Eduarda Alves Barbosa,Marta Luzzi,WIT
Maria Eduarda Alves Barbosa,Nayara Arruda Cunha,WIT
Marta Luzzi,Nayara Arruda Cunha,WIT
Matheus da Silva Serpa,Philippe Olivier Alexandre Navaux,SEMISH
Alexandre Prusch Züge,Carlos Roberto Beleti Junior,WEI
Alexandre Prusch Züge,Maytê Gouvêa Coleto Bezerra,WEI
Alexandre Prusch Züge,Robertino Mendes Santiago Junior,WEI
Carlos Roberto Beleti Junior,Maytê Gouvêa Coleto Bezerra,WEI
Carlos Roberto Beleti Junior,Robertino Mendes Santiago Junior,WEI
Maytê Gouvêa Coleto Bezerra,Robertino Mendes Santiago Junior,WEI
Andrea Charão,Cassiano Schneider,WEI
Andrea Charão,Leandro Schneider,WEI
Andrea Charão,Lucas Silva,WEI
Cassiano Schneider,Leandro Schneider,WEI
Cassiano Schneider,Lucas Silva,WEI
Leandro Schneider,Lucas Silva,WEI
André Pinheiro,Caio Rabello,WASHES
André Pinheiro,Cleidson Souza,WASHES
André Pinheiro,Gustavo Pinto,WASHES
André Pinheiro,Leonardo Furtado,WASHES
Caio Rabello,Cleidson Souza,WASHES
Caio Rabello,Gustavo Pinto,WASHES
Caio Rabello,Leonardo Furtado,WASHES
Cleidson Souza,Gustavo Pinto,WASHES
Cleidson Souza,Leonardo Furtado,WASHES
Gustavo Pinto,Leonardo Furtado,WASHES
Aline de S. M. dos Santos,Rozelma Soares de França,WEI
Aline de S. M. dos Santos,Wellington G. Pereira,WEI
Rozelma Soares de França,Wellington G. Pereira,WEI
Rita C. G. Berardi,Sílvia Amélia Bim,WEI
Josinaldo Pontes,José Adson Cunha,WASHES
Josinaldo Pontes,Mirelly da Silva,WASHES
José Adson Cunha,Mirelly da Silva,WASHES
Adenauer Yamin,Ana Marilza Pernas,SEMISH
Adenauer Yamin,João Lopes,SEMISH
Adenauer Yamin,Roger Machado,SEMISH
Adenauer Yamin,Rogério Albandes,SEMISH
Ana Marilza Pernas,João Lopes,SEMISH
Ana Marilza Pernas,Roger Machado,SEMISH
Ana Marilza Pernas,Rogério Albandes,SEMISH
João Lopes,Roger Machado,SEMISH
João Lopes,Rogério Albandes,SEMISH
Roger Machado,Rogério Albandes,SEMISH
Davi Santos,Jéssica Mendes,WEI
Davi Santos,Luis Rivero,WEI
Davi Santos,Rodrigo Santos,WEI
Jéssica Mendes,Luis Rivero,WEI
Jéssica Mendes,Rodrigo Santos,WEI
Luis Rivero,Rodrigo Santos,WEI
Juliana Freitag Borin,Leonardo Alves de Melo,SBCUP
Juliana Freitag Borin,Luis Fernando Gomez Gonzalez,SBCUP
Leonardo Alves de Melo,Luis Fernando Gomez Gonzalez,SBCUP
Heremita Lima,Laís Lima,ENCompIF
Heremita Lima,Márcio Júnior,ENCompIF
Heremita Lima,Nicoly Almeida,ENCompIF
Heremita Lima,Petrus Bento,ENCompIF
Laís Lima,Márcio Júnior,ENCompIF
Laís Lima,Nicoly Almeida,ENCompIF
Laís Lima,Petrus Bento,ENCompIF
Márcio Júnior,Nicoly Almeida,ENCompIF
Márcio Júnior,Petrus Bento,ENCompIF
Nicoly Almeida,Petrus Bento,ENCompIF
Anderson Rocha,Jacques Wainer,CTD
Anderson Rocha,Ramon Pires,CTD
Jacques Wainer,Ramon Pires,CTD
Cleiton M. Marques,Cristina Meinhardt,CTIC
Cleiton M. Marques,Paulo F. Butzen,CTIC
Cristina Meinhardt,Paulo F. Butzen,CTIC
Francielli Freitas Moro,Luciana Bolan Frigo,WIT
Francielli Freitas Moro,Rafaela Oliveira Padilha,WIT
Luciana Bolan Frigo,Rafaela Oliveira Padilha,WIT
Andréia Antloga,Denis Rosário,SEMISH
Andréia Antloga,Eduardo Cerqueira,SEMISH
Andréia Antloga,Elen Lobato,SEMISH
Andréia Antloga,Jean Moraes,SEMISH
Andréia Antloga,Maria Tostes,SEMISH
Andréia Antloga,Ubiratan Bezerra,SEMISH
Denis Rosário,Eduardo Cerqueira,SEMISH
Denis Rosário,Elen Lobato,SEMISH
Denis Rosário,Jean Moraes,SEMISH
Denis Rosário,Maria Tostes,SEMISH
Denis Rosário,Ubiratan Bezerra,SEMISH
Eduardo Cerqueira,Elen Lobato,SEMISH
Eduardo Cerqueira,Jean Moraes,SEMISH
Eduardo Cerqueira,Maria Tostes,SEMISH
Eduardo Cerqueira,Ubiratan Bezerra,SEMISH
Elen Lobato,Jean Moraes,SEMISH
Elen Lobato,Maria Tostes,SEMISH
Elen Lobato,Ubiratan Bezerra,SEMISH
Jean Moraes,Maria Tostes,SEMISH
Jean Moraes,Ubiratan Bezerra,SEMISH
Maria Tostes,Ubiratan Bezerra,SEMISH
Daniel Ratton Figueiredo,Henrique José dos S. Ferreira Júnior ,CTIC
Hugo Sadok,Luis Henrique M. K. Costa,CTD
Hugo Sadok,Miguel Elias M. Campista,CTD
Luis Henrique M. K. Costa,Miguel Elias M. Campista,CTD
Igor Santos,Luís Orleans,WEI
Igor Santos,Natália Silva,WEI
Luís Orleans,Natália Silva,WEI
Ageu Pacheco,Claudia Motta,WEI
Ageu Pacheco,Daniel Menasch,WEI
Ageu Pacheco,Felipe Assis,WEI
Ageu Pacheco,Jefferson Simões,WEI
Ageu Pacheco,João Pinheiro,WEI
Ageu Pacheco,Marcus Amorim,WEI
Claudia Motta,Daniel Menasch,WEI
Claudia Motta,Felipe Assis,WEI
Claudia Motta,Jefferson Simões,WEI
Claudia Motta,João Pinheiro,WEI
Claudia Motta,Marcus Amorim,WEI
Daniel Menasch,Felipe Assis,WEI
Daniel Menasch,Jefferson Simões,WEI
Daniel Menasch,João Pinheiro,WEI
Daniel Menasch,Marcus Amorim,WEI
Felipe Assis,Jefferson Simões,WEI
Felipe Assis,João Pinheiro,WEI
Felipe Assis,Marcus Amorim,WEI
Jefferson Simões,João Pinheiro,WEI
Jefferson Simões,Marcus Amorim,WEI
João Pinheiro,Marcus Amorim,WEI
Celciane Alves Vasconcelos,Edio Roberto Manfio,SEMISH
Celciane Alves Vasconcelos,Fabiane Cristina Altino,SEMISH
Celciane Alves Vasconcelos,Fábio Carlos Moreno,SEMISH
Celciane Alves Vasconcelos,Marcelo Ozawa de Sousa,SEMISH
Celciane Alves Vasconcelos,Maria Renata de Mira Gobbo,SEMISH
Edio Roberto Manfio,Fabiane Cristina Altino,SEMISH
Edio Roberto Manfio,Fábio Carlos Moreno,SEMISH
Edio Roberto Manfio,Marcelo Ozawa de Sousa,SEMISH
Edio Roberto Manfio,Maria Renata de Mira Gobbo,SEMISH
Fabiane Cristina Altino,Fábio Carlos Moreno,SEMISH
Fabiane Cristina Altino,Marcelo Ozawa de Sousa,SEMISH
Fabiane Cristina Altino,Maria Renata de Mira Gobbo,SEMISH
Fábio Carlos Moreno,Marcelo Ozawa de Sousa,SEMISH
Fábio Carlos Moreno,Maria Renata de Mira Gobbo,SEMISH
Marcelo Ozawa de Sousa,Maria Renata de Mira Gobbo,SEMISH
Fabrício A. Silva,Leonardo Júnio A. dos Santos Figueiredo,SBCUP
Fabrício A. Silva,Thais R. M. Braga Silva,SBCUP
Leonardo Júnio A. dos Santos Figueiredo,Thais R. M. Braga Silva,SBCUP
Cristiano Maciel,Karen da Silva Figueiredo Medeiros Ribeiro,WIT
Agatha Alves Martins Rodrigues,Ariadna Carreiro de Miranda,WIT
Agatha Alves Martins Rodrigues,Claudia Sousa Barbosa,WIT
Agatha Alves Martins Rodrigues,Lucas Lima Sousa Torres,WIT
Agatha Alves Martins Rodrigues,Maria Rodrigues Gomes,WIT
Agatha Alves Martins Rodrigues,Simone de Oliveira Santos,WIT
Ariadna Carreiro de Miranda,Claudia Sousa Barbosa,WIT
Ariadna Carreiro de Miranda,Lucas Lima Sousa Torres,WIT
Ariadna Carreiro de Miranda,Maria Rodrigues Gomes,WIT
Ariadna Carreiro de Miranda,Simone de Oliveira Santos,WIT
Claudia Sousa Barbosa,Lucas Lima Sousa Torres,WIT
Claudia Sousa Barbosa,Maria Rodrigues Gomes,WIT
Claudia Sousa Barbosa,Simone de Oliveira Santos,WIT
Lucas Lima Sousa Torres,Maria Rodrigues Gomes,WIT
Lucas Lima Sousa Torres,Simone de Oliveira Santos,WIT
Maria Rodrigues Gomes,Simone de Oliveira Santos,WIT
Alexandre P. Züge,Carlos R. Beleti Junior,WEI
Alexandre P. Züge,Marcelo Valério,WEI
Alexandre P. Züge,Maytê G. C. Bezerra,WEI
Alexandre P. Züge,Robertino M. Santiago Junior,WEI
Carlos R. Beleti Junior,Marcelo Valério,WEI
Carlos R. Beleti Junior,Maytê G. C. Bezerra,WEI
Carlos R. Beleti Junior,Robertino M. Santiago Junior,WEI
Marcelo Valério,Maytê G. C. Bezerra,WEI
Marcelo Valério,Robertino M. Santiago Junior,WEI
Maytê G. C. Bezerra,Robertino M. Santiago Junior,WEI
Carlos A. G. Ferraz,David C. P. da Cunha,SBCUP
Carlos A. G. Ferraz,José C. F. M. Júnior,SBCUP
David C. P. da Cunha,José C. F. M. Júnior,SBCUP
Adriano H. Braga,Maria Isabela S. Nunes,WIT
Adriano H. Braga,Natália C. Louzada,WIT
Adriano H. Braga,Ramayane B. Braga,WIT
Adriano H. Braga,Sara L. de Farias,WIT
Adriano H. Braga,Thalia S. Santana,WIT
Maria Isabela S. Nunes,Natália C. Louzada,WIT
Maria Isabela S. Nunes,Ramayane B. Braga,WIT
Maria Isabela S. Nunes,Sara L. de Farias,WIT
Maria Isabela S. Nunes,Thalia S. Santana,WIT
Natália C. Louzada,Ramayane B. Braga,WIT
Natália C. Louzada,Sara L. de Farias,WIT
Natália C. Louzada,Thalia S. Santana,WIT
Ramayane B. Braga,Sara L. de Farias,WIT
Ramayane B. Braga,Thalia S. Santana,WIT
Sara L. de Farias,Thalia S. Santana,WIT
Ana Paula Vieira Guimarães,André Pinto Moreira,WIT
Ana Paula Vieira Guimarães,Ayslan Trevizan Possebom,WIT
Ana Paula Vieira Guimarães,Carla Santos de Oliveira,WIT
Ana Paula Vieira Guimarães,Carlos Roberto Beleti Junior,WIT
Ana Paula Vieira Guimarães,Daniela Eloise Flôr,WIT
Ana Paula Vieira Guimarães,Eduardo Henrique Molina da Cruz,WIT
André Pinto Moreira,Ayslan Trevizan Possebom,WIT
André Pinto Moreira,Carla Santos de Oliveira,WIT
André Pinto Moreira,Carlos Roberto Beleti Junior,WIT
André Pinto Moreira,Daniela Eloise Flôr,WIT
André Pinto Moreira,Eduardo Henrique Molina da Cruz,WIT
Ayslan Trevizan Possebom,Carla Santos de Oliveira,WIT
Ayslan Trevizan Possebom,Carlos Roberto Beleti Junior,WIT
Ayslan Trevizan Possebom,Daniela Eloise Flôr,WIT
Ayslan Trevizan Possebom,Eduardo Henrique Molina da Cruz,WIT
Carla Santos de Oliveira,Carlos Roberto Beleti Junior,WIT
Carla Santos de Oliveira,Daniela Eloise Flôr,WIT
Carla Santos de Oliveira,Eduardo Henrique Molina da Cruz,WIT
Carlos Roberto Beleti Junior,Daniela Eloise Flôr,WIT
Carlos Roberto Beleti Junior,Eduardo Henrique Molina da Cruz,WIT
Daniela Eloise Flôr,Eduardo Henrique Molina da Cruz,WIT
Christiane Pereira,Everton Oliveira,WASHES
Christiane Pereira,Henrique Ferreira,WASHES
Christiane Pereira,Joelson Araújo,WASHES
Christiane Pereira,Patricia Moser,WASHES
Everton Oliveira,Henrique Ferreira,WASHES
Everton Oliveira,Joelson Araújo,WASHES
Everton Oliveira,Patricia Moser,WASHES
Henrique Ferreira,Joelson Araújo,WASHES
Henrique Ferreira,Patricia Moser,WASHES
Joelson Araújo,Patricia Moser,WASHES
Brena Santos,Francisco Airton Silva,SBCUP
Brena Santos,Lucas Santos,SBCUP
Francisco Airton Silva,Lucas Santos,SBCUP
Ana Julia Alves,Wesley Folly Volotão de Souza,ENCompIF
Roberta L. Gomes,Sérgio A. A. de Freitas,WEI
Roberta L. Gomes,Vinícius F. S. Mota,WEI
Sérgio A. A. de Freitas,Vinícius F. S. Mota,WEI
Anna Beatriz Rosangela Marques,Karina Castelo Branco,WIT
Anna Beatriz Rosangela Marques,Maria Victoria Soares Fiori,WIT
Anna Beatriz Rosangela Marques,Marina da Silva Rocha,WIT
Karina Castelo Branco,Maria Victoria Soares Fiori,WIT
Karina Castelo Branco,Marina da Silva Rocha,WIT
Maria Victoria Soares Fiori,Marina da Silva Rocha,WIT
Luciana Chueri,Mariana Pinheiro,WASHES
Luciana Chueri,Rodrigo Pereira dos Santos,WASHES
Mariana Pinheiro,Rodrigo Pereira dos Santos,WASHES
Larissa M. R. Alves,Samara Martins Nascimento,WIT
Larissa M. R. Alves,Veronica M. L. Silva,WIT
Samara Martins Nascimento,Veronica M. L. Silva,WIT
João Paulo de S. Rodrigues,Kleverton Robson da Silva Cordovil,SEMISH
João Paulo de S. Rodrigues,Orlando Shigueo Ohashi Junior,SEMISH
João Paulo de S. Rodrigues,Renato Hidaka Torres,SEMISH
Kleverton Robson da Silva Cordovil,Orlando Shigueo Ohashi Junior,SEMISH
Kleverton Robson da Silva Cordovil,Renato Hidaka Torres,SEMISH
Orlando Shigueo Ohashi Junior,Renato Hidaka Torres,SEMISH
André Barreto,Felipe Oliveira,WPerformance
André Barreto,Jean Araújo,WPerformance
André Barreto,Luan Lins,WPerformance
Felipe Oliveira,Jean Araújo,WPerformance
Felipe Oliveira,Luan Lins,WPerformance
Jean Araújo,Luan Lins,WPerformance
André Soares,Brena Santos,WPerformance
André Soares,Francisco Airton Silva,WPerformance
Brena Santos,Francisco Airton Silva,WPerformance
Alexandre da Rosa,Andreia de Jesus,WEI
Alexandre da Rosa,Gabriel Vaz Igarashi,WEI
Alexandre da Rosa,Vinicius Struginski Pereira,WEI
Andreia de Jesus,Gabriel Vaz Igarashi,WEI
Andreia de Jesus,Vinicius Struginski Pereira,WEI
Gabriel Vaz Igarashi,Vinicius Struginski Pereira,WEI
Fabrício Pinto,Paulo Silva,WEI
Fabrício Pinto,Rafael Queiroz,WEI
Paulo Silva,Rafael Queiroz,WEI
Ivyna Rayany Santino Alves,Luciana Gomes,WIT
Ivyna Rayany Santino Alves,Marcella Medeiros Siqueira C. de Almeida,WIT
Ivyna Rayany Santino Alves,Vanessa Dantas,WIT
Luciana Gomes,Marcella Medeiros Siqueira C. de Almeida,WIT
Luciana Gomes,Vanessa Dantas,WIT
Marcella Medeiros Siqueira C. de Almeida,Vanessa Dantas,WIT
Edleno Silva de Moura,Gabriel Jordão,SEMISH
Edleno Silva de Moura,Gustavo Barreto Maia,SEMISH
Edleno Silva de Moura,Rafael Costa,SEMISH
Gabriel Jordão,Gustavo Barreto Maia,SEMISH
Gabriel Jordão,Rafael Costa,SEMISH
Gustavo Barreto Maia,Rafael Costa,SEMISH
Danielle Martins,Fábio Oliveira,WEI
Danielle Martins,Jamille Silva,WEI
Fábio Oliveira,Jamille Silva,WEI
Ana Carolina Nesso Guedes,Eliana Almeida,WIT
Ana Carolina Nesso Guedes,Ester de Lima Pontes Andrade,WIT
Ana Carolina Nesso Guedes,Kamila Almeida Benevides,WIT
Ana Carolina Nesso Guedes,Kelly Bianca Araujo Silva,WIT
Ana Carolina Nesso Guedes,Lilian Giselly Pereira Santos,WIT
Ana Carolina Nesso Guedes,Luana Júlia Nunes Ferreira,WIT
Ana Carolina Nesso Guedes,Natália de Assis Sousa,WIT
Ana Carolina Nesso Guedes,Rebeca de Jesus Brandão,WIT
Eliana Almeida,Ester de Lima Pontes Andrade,WIT
Eliana Almeida,Kamila Almeida Benevides,WIT
Eliana Almeida,Kelly Bianca Araujo Silva,WIT
Eliana Almeida,Lilian Giselly Pereira Santos,WIT
Eliana Almeida,Luana Júlia Nunes Ferreira,WIT
Eliana Almeida,Natália de Assis Sousa,WIT
Eliana Almeida,Rebeca de Jesus Brandão,WIT
Ester de Lima Pontes Andrade,Kamila Almeida Benevides,WIT
Ester de Lima Pontes Andrade,Kelly Bianca Araujo Silva,WIT
Ester de Lima Pontes Andrade,Lilian Giselly Pereira Santos,WIT
Ester de Lima Pontes Andrade,Luana Júlia Nunes Ferreira,WIT
Ester de Lima Pontes Andrade,Natália de Assis Sousa,WIT
Ester de Lima Pontes Andrade,Rebeca de Jesus Brandão,WIT
Kamila Almeida Benevides,Kelly Bianca Araujo Silva,WIT
Kamila Almeida Benevides,Lilian Giselly Pereira Santos,WIT
Kamila Almeida Benevides,Luana Júlia Nunes Ferreira,WIT
Kamila Almeida Benevides,Natália de Assis Sousa,WIT
Kamila Almeida Benevides,Rebeca de Jesus Brandão,WIT
Kelly Bianca Araujo Silva,Lilian Giselly Pereira Santos,WIT
Kelly Bianca Araujo Silva,Luana Júlia Nunes Ferreira,WIT
Kelly Bianca Araujo Silva,Natália de Assis Sousa,WIT
Kelly Bianca Araujo Silva,Rebeca de Jesus Brandão,WIT
Lilian Giselly Pereira Santos,Luana Júlia Nunes Ferreira,WIT
Lilian Giselly Pereira Santos,Natália de Assis Sousa,WIT
Lilian Giselly Pereira Santos,Rebeca de Jesus Brandão,WIT
Luana Júlia Nunes Ferreira,Natália de Assis Sousa,WIT
Luana Júlia Nunes Ferreira,Rebeca de Jesus Brandão,WIT
Natália de Assis Sousa,Rebeca de Jesus Brandão,WIT
Eliana Almeida,Ester de Lima Pontes Andrade,WIT
Eliana Almeida,Kamila Almeida Benevides,WIT
Eliana Almeida,Kelly Bianca Araujo Silva,WIT
Eliana Almeida,Letícia Medeiros,WIT
Eliana Almeida,Luana Júlia Nunes Ferreira,WIT
Eliana Almeida,Natália de Assis Sousa,WIT
Eliana Almeida,Sunny Kelma Oliveira Miranda,WIT
Ester de Lima Pontes Andrade,Kamila Almeida Benevides,WIT
Ester de Lima Pontes Andrade,Kelly Bianca Araujo Silva,WIT
Ester de Lima Pontes Andrade,Letícia Medeiros,WIT
Ester de Lima Pontes Andrade,Luana Júlia Nunes Ferreira,WIT
Ester de Lima Pontes Andrade,Natália de Assis Sousa,WIT
Ester de Lima Pontes Andrade,Sunny Kelma Oliveira Miranda,WIT
Kamila Almeida Benevides,Kelly Bianca Araujo Silva,WIT
Kamila Almeida Benevides,Letícia Medeiros,WIT
Kamila Almeida Benevides,Luana Júlia Nunes Ferreira,WIT
Kamila Almeida Benevides,Natália de Assis Sousa,WIT
Kamila Almeida Benevides,Sunny Kelma Oliveira Miranda,WIT
Kelly Bianca Araujo Silva,Letícia Medeiros,WIT
Kelly Bianca Araujo Silva,Luana Júlia Nunes Ferreira,WIT
Kelly Bianca Araujo Silva,Natália de Assis Sousa,WIT
Kelly Bianca Araujo Silva,Sunny Kelma Oliveira Miranda,WIT
Letícia Medeiros,Luana Júlia Nunes Ferreira,WIT
Letícia Medeiros,Natália de Assis Sousa,WIT
Letícia Medeiros,Sunny Kelma Oliveira Miranda,WIT
Luana Júlia Nunes Ferreira,Natália de Assis Sousa,WIT
Luana Júlia Nunes Ferreira,Sunny Kelma Oliveira Miranda,WIT
Natália de Assis Sousa,Sunny Kelma Oliveira Miranda,WIT
Claiton Correa,Fernando Oliveira,ENCompIF
Claiton Correa,Joaquim Assunção,ENCompIF
Fernando Oliveira,Joaquim Assunção,ENCompIF
Jônatas Wehrmann,Rodrigo C. Barros,CTD
Carla N. Lintzmayer,Cristina Fernandes,ETC
Carla N. Lintzmayer,Mário César San Felice,ETC
Cristina Fernandes,Mário César San Felice,ETC
Kadidja Valéria R. Oliveira,Sylvana Karla S. L. Santos,ENCompIF
Adriano F. Borgatto,Christiane Gresse von Wangenheim,WEI
Adriano F. Borgatto,Gustavo de Castro Salvador,WEI
Adriano F. Borgatto,Marcelo Fernando Rauber,WEI
Christiane Gresse von Wangenheim,Gustavo de Castro Salvador,WEI
Christiane Gresse von Wangenheim,Marcelo Fernando Rauber,WEI
Gustavo de Castro Salvador,Marcelo Fernando Rauber,WEI
Adiel de Almeida Filho,Diogo Lima Silva,SEMISH
Adiel de Almeida Filho,Julio Cezar Silva,SEMISH
Diogo Lima Silva,Julio Cezar Silva,SEMISH
João Ricardo dos S. Rosa,Natasha Malveira C. Valentim,WEI
Heloneida Coelho,Olavo Brito Neto,ENCompIF
Cândida Nunes da Silva,Orlando Lee,ETC
Cândida Nunes da Silva,Vinícius de Souza Carvalho,ETC
