Autor_Canonico,Sigla
Efrem E. O. Lousada,SBCUP
Raquel A. F. Mini,SBCUP
Davi Monteiro Barbosa,SBCUP
Paulo Henrique Mendes Maia,SBCUP
Evilasio Costa Junior,SBCUP
Marcos Alves Vieira,SBCUP
Sergio Carvalho,SBCUP
Sérgio de Oliveira,SBCUP
Pedro Mitsuo Shiroma,SBCUP
Marconi de Arruda Pereira,SBCUP
Rone Ilídio da Silva,SBCUP
Cristiano Maciel da Silva,SBCUP
Eudes S. Andrade,SBCUP
Gabriel F. Sousa,SBCUP
Sandro S. Andrade,SBCUP
Cristiano M. Silva,SBCUP
Cristiano G. Pitangui,SBCUP
Alex V. Bastos,SBCUP
Rone I. Silva,SBCUP
Fabrício A. Silva,SBCUP
João C. Xavier-Júnior,SBCUP
Ronan D. Mendonça,SBCUP
Thais R. M. B. Silva,SBCUP
Fabrício A. Silva,SBCUP
Hyuri Maciel,SBCUP
David F. Silva,SBCUP
Clóvis G. M. do Nascimento,SBCUP
Andre L. L. Aquino,SBCUP
Lucas Agostini,SBCUP
Alex Braga,SBCUP
Julio Machado,SBCUP
Alysson Nogueira,SBCUP
Tatiana Tavares,SBCUP
Adenauer C. Yamin,SBCUP
Valderi R. Q. Leithardt,SBCUP
Carlos O. Rolim,SBCUP
Guilherme A. Borges,SBCUP
Jorge Sá Silva,SBCUP
Claudio F. R. Geyer,SBCUP
Carlos O. Rolim,SBCUP
Valderi R. Q. Leithardt,SBCUP
Guilherme A. Borges,SBCUP
Tatiana F. M. dos Santos,SBCUP
Adriano M. Souza,SBCUP
Claudio F. R. Geyer,SBCUP
Lucas Closs,SBCUP
Cristiano A. da Costa,SBCUP
Rodrigo da Rosa Righi,SBCUP
Fabio de Oliveira Dias,SBCUP
Cristiano A. da Costa,SBCUP
Rodrigo da Rosa Righi,SBCUP
Guilherme Wunsch,SBCUP
Cristiano A. da Costa,SBCUP
Rodrigo da Rosa Righi,SBCUP
Ernesto Fonseca Veiga,SBCUP
Renato de Freitas Bulcão Neto,SBCUP
Ricardo Borges Almeida,SBCUP
Roger da Silva Machado,SBCUP
Diórgenes Y. L. da Rosa,SBCUP
Lucas Medeiros Donato,SBCUP
Adenauer Correa Yamin,SBCUP
Ana Marilza Pernas,SBCUP
Rodrigo Souza,SBCUP
João Lopes,SBCUP
Anderson Cardoso,SBCUP
Tainã Carvalho,SBCUP
Patrícia Davet,SBCUP
Alexandre Wolf,SBCUP
Adenauer C. Yamin,SBCUP
Jorge Barbosa,SBCUP
Cláudio Geyer,SBCUP
Lucas M. S. Xavier,SBCUP
Huberto Kaiser Filho,SBCUP
Patrícia Davet,SBCUP
Adenauer C. Yamin,SBCUP
Marcelo da Silva dos Santos,SBCUP
Cristiano A. da Costa,SBCUP
Jorge Luis Victoria Barbosa,SBCUP
