Autor_Canonico,Sigla
Pamella Soares,WEI
Allysson Allex Araújo,WEI
Jerffeson Souza,WEI
Alinne C. Correa Souza,WEI
Francisco Carlos M. Souza,WEI
Ricardo F. Vilela,WEI
Pedro H. D. Valle,WEI
Allan Oliveira,WEI
Alison Soares,WEI
Douglas Araújo,WEI
Ezequiel Silva,WEI
Kauã Soares,WEI
Macilene Santos,WEI
Catarina Costa,WEI
João Vítor D. Venâncio,WEI
Fabiane B. V. Benitti,WEI
Ryan Breno da Silva Correa,WEI
Nathalia G. Teixeira,WEI
Filipe Jesus Portilho,WEI
Cleon X. Pereira Junior,WEI
Renan Vinicius Aranha,WEI
Ruan M. S. Costa,WEI
Danyllo W. Albuquerque,WEI
Emanuel Dantas Filho,WEI
Dalton C. G. Valadares,WEI
Alexandre B. Gomes,WEI
Mirko Perkusich,WEI
Larrysa Mirelly Rosendo Figueiredo,WEI
Ayla Dantas Rebouças,WEI
Ian C. M. Silva,WEI
Gustavo R. Moreira,WEI
Lívia M. C. Campos,WEI
Renan Vinicius Aranha,WEI
Vinícius Henrique A. Barros,WEI
Cleon X. Pereira Junior,WEI
Lucas Henrique de L. Silva,WEI
Rozelma Soares de França,WEI
Fabrizio Honda,WEI
Fernanda Pires,WEI
Marcela Pessoa,WEI
Elaine H. T. Oliveira,WEI
Bezerra Neto R. N.,WEI
Kallil Araújo,WEI
Eduardo Aranha,WEI
Kleber Fernandes,WEI
Márcia Lucena,WEI
Gildene Fernandes,WEI
João Henrique Berssanette,WEI
Antonio Carlos de Francisco,WEI
Maristela Holanda,WEI
Carla Castanho,WEI
Ian Nery Bandeira,WEI
Dilma Da Silva,WEI
Laura Quevedo Jurginal,WEI
Dauan Ghisleni Zolinger,WEI
Marilton Sanchotene de Aguiar,WEI
Leomar Soares da Rosa Júnior,WEI
Humberto A. P. Zanetti,WEI
Marcos A. F. Borges,WEI
Ivan L. M. Ricarte,WEI
Almir de O. Costa Junior,WEI
José Anglada Rivera,WEI
Francisco Victor da S. Pinheiro,WEI
Ronier da S. Lima,WEI
Ana kely L. Ferreira,WEI
Francisco Victor S. de Lima,WEI
Wladimir Araújo Tavares,WEI
Marcelo M. Silva,WEI
Camila D. Guerra,WEI
Marianna Severo,WEI
Jonas B. C. Máximo,WEI
Antonio J. R. Castro,WEI
Valdemir de Queiroz Neto,WEI
Paulo A. C. Aguilar,WEI
Maria Simone Nunes,WEI
Filipe C. Fernandes,WEI
Diego Castro,WEI
Claudia Rodrigues,WEI
Cláudia Werner,WEI
Romário Elias da Silva Santos,WEI
Júlio César da Costa Lopes,WEI
Rildo de Cássio Estácio da Silva,WEI
Ellen Polliana Ramos Souza,WEI
Paulo Mello da Silva,WEI
Zildomar Carlos Felix,WEI
Ecivaldo de Souza Matos,WEI
Claudia Borges Coutinho,WEI
Diego Zabot,WEI
Gracielle Oliveira Tavares,WEI
Juliana Maria Oliveira dos Santos,WEI
Leonardo Azevedo,WEI
Carlos Sérgio Coelho Serra,WEI
Italo Dovera,WEI
Matheus Bessa,WEI
Brenno Nascimento,WEI
Felipe Silva,WEI
Rafael Gomes,WEI
Geraldo Braz Junior,WEI
Adriana Nogueira,WEI
Luis Rivero,WEI
Carla Adriana Ferreira da Silva,WEI
Ecivaldo de Souza Matos,WEI
Diego Zabot,WEI
Gracielle Oliveira Tavares,WEI
Juliana Maria Oliveira dos Santos,WEI
Luiz Antonio Rodrigues,WEI
Ivonei Freitas da Silva,WEI
Sandra Mara Stocker Lago,WEI
Marcelo Roger Meneghatti,WEI
Maria da Piedade Araújo,WEI
Gabriel Delallo Caus,WEI
Débora Abdalla Santos,WEI
Juliana Maria Oliveira dos Santos,WEI
Emilly Tifanny Santos Conceição de Oliveira,WEI
Bianca P. Castro,WEI
Lucas G. Lattari,WEI
Marcela Z. de Moura,WEI
Sérgio M. B. Lima,WEI
Thiago Adriano Coleti,WEI
Marcelo Morandini,WEI
Lucia Vilela Leite Filgueiras,WEI
Kalline Freitas,WEI
Igor Batista,WEI
Wanessa Lima,WEI
Priscylla Silva,WEI
Ricardo Ribeiro,WEI
Jacqueline Cardozo,WEI
Ramon Mayor Martins,WEI
Christiane G. von Wangenheim,WEI
Deivid Eive dos S. Silva,WEI
Guilherme Corredato Guerino,WEI
Natasha Malveira C. Valentim,WEI
Mércia Ferreira,WEI
Alice Barbosa,WEI
Reinaldo B. Braga,WEI
Daniel Saraiva,WEI
Carina Oliveira,WEI
Taciana Pontual Falcão,WEI
Samuel Souza Wagner,WEI
João Pedro Cavalcanti Uchoa,WEI
Victoria Luisi,WEI
Rafael Ferreira Mello,WEI
Ronney Moreira Castro,WEI
Tadeu Moreira de Classe,WEI
Jéssica Laisa,WEI
Eduardo Henrique,WEI
João Vítor M. Santos,WEI
Pedro Enrique M. Santos,WEI
Anderson C. Lima,WEI
Amaury A. de Castro Jr.,WEI
Giovanna Bettin,WEI
Julio B. Herculani,WEI
Marcelo Y. Shigenaga,WEI
Gislaine C. L. Leal,WEI
Renato Balancieri,WEI
Edson OliveiraJr,WEI
Thelma E. Colanzi,WEI
Aline M. M. M. Amaral,WEI
Júlia Veiga da Silva,WEI
Braz Araujo da Silva Junior,WEI
Luciana Foss,WEI
Simone André da Costa Cavalheiro,WEI
Christiano Martino Otero Avila,WEI
Simone André da Costa Cavalheiro,WEI
Rafael de Mello,WEI
Fernanda de Mello,WEI
Cleverton A. D. Silva,WEI
José Vinícius V. Lima,WEI
Wladimir Filho,WEI
Fernanda Alencar,WEI
Natália Gallo Ribeiro,WEI
Lavínia de Oliveira Martins,WEI
João Henrique Berssanette,WEI
Roberto Barbosa de Almeida Júnior,WEI
Josivaldo de Souza Araújo,WEI
Maelly K. V. de Sousa,WEI
Danyllo W. Albuquerque,WEI
Raquel B. Leal,WEI
Mirna C. O. Maia,WEI
Alexandre B. Gomes,WEI
Mirko Perkusich,WEI
Bárbara A. Ramos,WEI
Elaine Rangel Seixas,WEI
Flávio Luiz Seixas,WEI
Joubert Alexandrino de Souza,WEI
Karin Satie Komati,WEI
Jefferson Oliveira Andrade,WEI
Afonso Serafim Jacinto,WEI
Francisco Petrônio A. Medeiros,WEI
Willams Pinto Ferreira,WEI
Alexandre Scaico,WEI
Davi Romero de Vasconcelos,WEI
Robson Teixeira Paula,WEI
Maria Viviane Menezes,WEI
Roberto B. de Almeida Jr.,WEI
Hádria de W. Santos Farias,WEI
Josivaldo S. Araújo,WEI
Júlia de Avila dos Santos,WEI
Simone André da Costa Cavalheiro,WEI
Luciana Foss,WEI
Leomar S. da Rosa Jr.,WEI
Louise Suelen Araújo Reis,WEI
Vânia Cordeiro da Silva,WEI
Otacílio José Pereira,WEI
Rossini Pena Abrantes,WEI
Filipe Arantes Fernandes,WEI
Loham Santos da Silva,WEI
João Marcelo Borovina Josko,WEI
Sabrina B. Sassi,WEI
Cristiano Maciel,WEI
Vinícius Carvalho Pereira,WEI
Simone R. S. Souza,WEI
João Choma Neto,WEI
Leo Natan Paschoal,WEI
Elis Hernandes,WEI
Placida Oliveira,WEI
Johnny Marques,WEI
Simone Cavalheiro,WEI
Luciana Foss,WEI
Renata Reiser,WEI
Andre Du Bois,WEI
Clause Piana,WEI
Ana Rita Mazzini,WEI
João Ricardo dos S. Rosa,WEI
Natasha Malveira C. Valentim,WEI
Sérgio de Oliveira,WEI
Marconi de Arruda Pereira,WEI
Fernando A. Teixeira,WEI
Ronney Moreira Castro,WEI
Tadeu Moreira de Classe,WEI
Alexandre Scaico,WEI
José Samuel Assunção Luz,WEI
Juliana Aragão,WEI
Davy M. S. Gomes,WEI
Luciano T. Silva,WEI
Rebeca dos Santos,WEI
Fernanda Silveira,WEI
Fernanda Castelo Branco Santana,WEI
Igo Amauri S. Luz,WEI
Paulo Miranda e Silva Sousa,WEI
José Robertty de Freitas Costa,WEI
Gustavo Ivens Oliveira Silva,WEI
Victor de Souza Lima,WEI
Wladimir Araújo Tavares,WEI
Carla Ilane Moreira Bezerra,WEI
Dyego Carlos Sales de Morais,WEI
Taciana Pontual Falcão,WEI
Flávia Mendes de Andrade e Peres,WEI
Patrícia Cabral de Azevedo Restelli Tedesco,WEI
Carlos A. Silva,WEI
Kennedy Nunes,WEI
Nathasha Pinto,WEI
Maikon Costa,WEI
Alana Araujo,WEI
Simara Rocha,WEI
Geraldo Braz Junior,WEI
Luis Rivero,WEI
Oto B. Assunção,WEI
Raquel O. Prates,WEI
Elaine S. França,WEI
Maytê Gouvêa Coleto Bezerra,WEI
Carlos R. Beleti Junior,WEI
Robertino M. Santiago Junior,WEI
Alexandre Prusch Züge,WEI
Maristela Holanda,WEI
Marcelo Mandelli,WEI
Edison Ishikawa,WEI
Dilma Da Silva,WEI
Débora Zumpichiatti,WEI
Gabriel SantClair,WEI
João Victor Moreira,WEI
Janaina Gomide,WEI
Amaury Antônio de Castro Junior,WEI
Luciana Montera Cheung,WEI
Anderson Corrêa de Lima,WEI
Italo Santos,WEI
Allan Mori,WEI
Simone R. S. Souza,WEI
Marco Antonio Augusto de Andrade,WEI
Gilberto Pereira da Silva,WEI
Flávio de Almeida Andrade Lico,WEI
Amanda Maria D. de Oliveira,WEI
Gabriel Vieira Barreto,WEI
Flávia Roldan Viana,WEI
Renan Cunha,WEI
Claudomiro Sales,WEI
Reginaldo Santos,WEI
Nathalia da Cruz Alves,WEI
Matheus A. Pereira,WEI
Christiane G. von Wangenheim,WEI
Guilherme W. P. dos Santos,WEI
Dante A. C. Barone,WEI
Ives C. Passos,WEI
Leonardo F. B. S. Carvalho,WEI
Daniel Victor Saraiva,WEI
Silas S. L. Pereira,WEI
Reinaldo B. Braga,WEI
Carina T. de Oliveira,WEI
Mário W. Pereira,WEI
Luiza S. Pontello,WEI
Leonardo A. Silva,WEI
Leonardo A. Silva,WEI
Gustavo de Castro Salvador,WEI
Christiane G. von Wangenheim,WEI
Marcelo Fernando Rauber,WEI
Adriano F. Borgatto,WEI
Daniel Antonio Karling,WEI
Claudia Brandelero Rizzi,WEI
Rogério Luis Rizzi,WEI
Aline de S. M. dos Santos,WEI
Wellington G. Pereira,WEI
Rozelma Soares de França,WEI
Dawson Paiva Lima,WEI
Geisiane de Souza Matos,WEI
Sara M. Silva,WEI
Sandy Hiorrana L. Farias,WEI
Fabíola Pantoja O. Araujo,WEI
Josivaldo S. Araújo,WEI
Edson OliveiraJr,WEI
Thelma E. Colanzi,WEI
Aline Amaral,WEI
André F. R. Cordeiro,WEI
João Choma Neto,WEI
Simone R. S. Souza,WEI
Rubens Anderson de S. Silva,WEI
Bosco Borges A. F.,WEI
Maria de Fátima P. Ferreira,WEI
Rossana M. C. Andrade,WEI
Adrianne Veras de Almeida,WEI
Adrianne Veras de Almeida,WEI
Fabíola Pantoja O. Araujo,WEI
Yuri Rafael Grajefe Feitosa,WEI
Marco Aurélio Graciotto Silva,WEI
José Augusto Fabri,WEI
Rafael Santos,WEI
Leonardo Gonçalves,WEI
Benilda Silva,WEI
Carlos Portela,WEI
Fabricio Farias,WEI
Alessandra Cardoso Figueredo,WEI
Cibele Da Silva Alves,WEI
Wanderson Alexandre da Silva Quinto,WEI
Arthur Passos,WEI
André Barreto,WEI
Brenno Nascimento,WEI
Felipe Silva,WEI
Gabriel Costa,WEI
Davi Viana,WEI
Luis Rivero,WEI
Carmen Vera Scorsatto Brezolin,WEI
Milene Selbach Silveira,WEI
Braz Araujo da Silva Junior,WEI
Simone André da Costa Cavalheiro,WEI
Luciana Foss,WEI
Adão Caron Cambraia,WEI
Márcia Adriana Rosmann,WEI
Pietro Matheus Bompet Fontoura Alves,WEI
Helen Ferreira,WEI
Edgar Oliveira,WEI
Reinaldo B. Braga,WEI
Carlo Oliveira,WEI
Carina Oliveira,WEI
Ana Carolina Sokolonski,WEI
Alirio Santos de Sá,WEI
Raimundo José de Araújo Macêdo,WEI
Deivid Eive Silva,WEI
Marialina Corrêa Sobrinho,WEI
Natasha Malveira C. Valentim,WEI
Leandro S. G. Carvalho,WEI
Ana Lucia Machado dos Santos,WEI
Elaine H. T. Oliveira,WEI
David B. F. Oliveira,WEI
Filipe Dwan Pereira,WEI
Wilk Oliveira,WEI
Adão Caron Cambraia,WEI
Lucas Tadeu Hinterholz,WEI
Rodrigo Pessoa Medeiros,WEI
Taciana Pontual Falcão,WEI
Geber Lisboa Ramalho,WEI
Esdras Bispo Jr.,WEI
Liliane S. S. Fonseca,WEI
Simone C. Santos,WEI
Jeferson V. L. Albino,WEI
Rafael A. P. de Oliveira,WEI
Newton C. Will,WEI
André R. Ortoncelli,WEI
Adriana Paula Zamim Scherer,WEI
Filipo Novo Mór,WEI
João Marcelo Borovina Josko,WEI
Andrea Charão,WEI
Karina Wiechork,WEI
Marlon L. S. Rodrigues,WEI
Fernando P. Barbosa,WEI
Louis dos Santos Amorim,WEI
Daniela Eloise Flôr,WEI
Eduardo Henrique Molina da Cruz,WEI
Ayslan Trevizan Possebom,WEI
Carlos R. Beleti Junior,WEI
Rodrigo Hübner,WEI
Paulo César Gonçalves,WEI
César Alberto da Silva,WEI
Alexandre da Rosa,WEI
Andreia de Jesus,WEI
Gabriel Vaz Igarashi,WEI
Vinicius Struginski Pereira,WEI
Nathasha Pinto,WEI
Alana Araujo,WEI
Estephane Mendes,WEI
Giovanna Pavani,WEI
Karla Silva,WEI
Raimundo Neto,WEI
Katia Salles,WEI
Luis Rivero,WEI
Jesiel Viana da Silva,WEI
Gustavo Henrique da Silva Alexandre,WEI
Sebastião Santos,WEI
Flávia Carvalho,WEI
Davi Viana,WEI
Luis Rivero,WEI
Carlos R. Beleti Junior,WEI
Robertino M. Santiago Junior,WEI
Alexandre P. Züge,WEI
Marcelo Valério,WEI
Maytê G. C. Bezerra,WEI
Reinaldo V. Alvares,WEI
Marcelo S. Loutfi,WEI
Nathielly de S. Campos,WEI
Daniel Pinto,WEI
Eduarda Chagas,WEI
Gabriel Costa,WEI
Kennedy Nunes,WEI
Ricardo Anchieta,WEI
Simara Rocha,WEI
Anselmo Paiva,WEI
Luis Rivero,WEI
Alex Barradas Filho,WEI
Allan K. Barros,WEI
Davi Viana,WEI
João B. Bottentuit Junior,WEI
Luis Rivero,WEI
Daniela de Souza Gomes,WEI
Marcos Henrique Fonseca Ribeiro,WEI
Giovanni Ventorim Comarela,WEI
Gabriel Philippe Pereira,WEI
Luciano T. E. Pansanato,WEI
Adriane C. A. da Silva,WEI
Lucimara Cruz de Souza,WEI
Almir de Oliveira Costa Junior,WEI
Felício Gobbi Hoffmann Santos Pereira,WEI
Graziela Santos de Araújo,WEI
Luciana Montera Cheung,WEI
Anderson Viçoso de Araújo,WEI
Heitor Batistela Zunta,WEI
Ludmilla Fernandes Oliveira Galvão,WEI
Laura Sánchez García,WEI
Tanya Amara Felipe,WEI
Alexandre F. Lopes,WEI
Thalia S. Santana,WEI
Adriano Braga,WEI
Vinícius F. S. Mota,WEI
Roberta L. Gomes,WEI
Sérgio A. A. de Freitas,WEI
Rita C. G. Berardi,WEI
Silvia Amelia Bim,WEI
Luiz Alencar,WEI
Fernanda Pires,WEI
Marcela Pessoa,WEI
Tadeu Moreira de Classe,WEI
Ronney Moreira Castro,WEI
Eduardo Cambruzzi,WEI
Jessica de S. Santana,WEI
Milene Selbach Silveira,WEI
Sabrina B. Sassi,WEI
Cristiano Maciel,WEI
Vinícius Carvalho Pereira,WEI
Saori Costa,WEI
Allysson Allex Araújo,WEI
Emanuel Coutinho,WEI
Francisco Gomes,WEI
Jerffeson Souza,WEI
Laila Pereira Mota,WEI
Isa Neves,WEI
Luís Barbosa,WEI
Roberta Fagundes,WEI
Mauro F. Santos Junior,WEI
Sergiana Alves da Silva,WEI
Leandro de C. Santos,WEI
Samira S. da Silva,WEI
Sincler P. de Meireles,WEI
Levi da Silva,WEI
Hanna Alves,WEI
Jerffeson Souza,WEI
Maurício Arimoto,WEI
José Henrique R. Cruz,WEI
Emanuel Oliveira da Silva,WEI
Taciana Pontual Falcão,WEI
Gilvaneide Francisca Gomes,WEI
Ricardo André Cavalcante de Souza,WEI
Pedro B. Pio,WEI
Igor C. Sodré,WEI
Vinicius R. P. Borges,WEI
Rodrigo Pessoa Medeiros,WEI
Taciana Pontual Falcão,WEI
Geber Lisboa Ramalho,WEI
Wilk Oliveira,WEI
Rozelma França,WEI
André Lemos,WEI
Marcia Kniphoff da Cruz,WEI
Haroldo Amaral,WEI
Lilian Pereira Teixeira,WEI
Geovane F. Piccinin,WEI
Mirella M. Moro,WEI
Benediel Gonçalves,WEI
Elison Nascimento,WEI
Enio Monteiro,WEI
Carlos Portela,WEI
Sandra Oliveira,WEI
Diego Hoss,WEI
Gil Andrade,WEI
Roberta Suero,WEI
Adriano Yasuda,WEI
Jonatas Nascimento,WEI
Josepher Silva,WEI
Levy Silva,WEI
Bianca Santana,WEI
Luis Araújo,WEI
Roberto A. Bittencourt,WEI
Camille Jesus,WEI
Bianca Santana,WEI
Roberto A. Bittencourt,WEI
Jamille Silva,WEI
Fabiano Oliveira,WEI
Danielle Martins,WEI
Igor Dantas,WEI
Jose Neto,WEI
Lucas L. Silva,WEI
Lourival Neto,WEI
Douglas Lima,WEI
Thaíse Costa,WEI
Edgar Oliveira,WEI
Roberto A. Bittencourt,WEI
Maurício Souza,WEI
Renata Moreira,WEI
Eduardo Figueiredo,WEI
Natália Silva,WEI
Igor Santos,WEI
Luís Orleans,WEI
João Pinheiro,WEI
Julia Godinho,WEI
Yuri Guedes ,WEI
Débora Zumpichiatti,WEI
Janaina Gomide,WEI
Fernando Leite,WEI
Gabriel Cardoso,WEI
Igor Estrela,WEI
Antônio Pinto,WEI
Ednara Pereira,WEI
Geraldo Braz Junior,WEI
Luis Rivero,WEI
Rafael Santos,WEI
Breno Sousa,WEI
Alberto Raiol,WEI
Paulo Cerqueira,WEI
Fábio Bezerra,WEI
Ernane Martins,WEI
Luís Gouveia,WEI
Hugo Santos,WEI
Franciely Souza,WEI
Bruno Santos,WEI
Irandir Amorim,WEI
Maria Silva,WEI
Adauto Filho,WEI
Ernane Martins,WEI
Luís Gouveia,WEI
Alexandre F. Lopes,WEI
Thalia S. Santana,WEI
Adriano Braga,WEI
Albert Lopes,WEI
Carlos Portela,WEI
Sandra Oliveira,WEI
Robson Bonidia,WEI
João Neto,WEI
Marcus Amorim,WEI
Jefferson Simões,WEI
Felipe Assis,WEI
João Pinheiro,WEI
Daniel Menasch,WEI
Claudia Motta,WEI
Ageu Pacheco,WEI
José Quaresma,WEI
Marianne Eliasquevici,WEI
Sandra Oliveira,WEI
Jorge Goulart,WEI
Fabiano Oliveira,WEI
Paulo Pinto,WEI
Leandro Carvalho,WEI
Ana Santos,WEI
Fabiola F. Nakamura,WEI
Elaine Oliveira,WEI
Maurício Arimoto,WEI
João Santos,WEI
Eloi Favero,WEI
Leonardo Zamprogno,WEI
Bruno Merlin,WEI
João Ferreira,WEI
Heleno Fülber,WEI
Allan Veras,WEI
Géssica Alves,WEI
Ayla Rebouças,WEI
Jean Rosa,WEI
Ecivaldo Matos,WEI
Marlo Souza,WEI
Luana Carneiro,WEI
Marlo Souza,WEI
Wellington Lemos,WEI
José Cunha,WEI
Juliana Saraiva,WEI
Daniel Saraiva,WEI
Silas Pereira,WEI
Erica Gallindo,WEI
Reinaldo B. Braga,WEI
Carina Oliveira,WEI
Jéssica Mendes,WEI
Rodrigo Santos,WEI
Davi Santos,WEI
Luis Rivero,WEI
Rafael Andrade,WEI
Franciny Barreto,WEI
Esdras Bispo Jr.,WEI
André G. Pereira,WEI
Leandro Carvalho,WEI
Eduardo Souto,WEI
Gabriela Aguiar,WEI
Lailson Menezes,WEI
Lucas Costa,WEI
Caique Souza,WEI
Ana Inocêncio,WEI
Esdras Bispo Jr.,WEI
Raaby Miranda,WEI
Carlos Portela,WEI
Albert Lopes,WEI
Tamires Rocha,WEI
Elaine Santos,WEI
Vilson Júnior,WEI
Cleyton Souza,WEI
Fabrício Pinto,WEI
Paulo Silva,WEI
Marcos Diniz,WEI
Marianne Eliasquevici,WEI
José Silva,WEI
Letícia Oliveira,WEI
André Silva,WEI
Ana Solórzano,WEI
Cassiano Schneider,WEI
Andrea Charão,WEI
Michelle Martins,WEI
Gilberto Müller,WEI
Gil Andrade,WEI
Diego Hoss,WEI
Ana Barbosa,WEI
Lana Gomes,WEI
Lucas L. Silva,WEI
Cassiano Schneider,WEI
Leandro Schneider,WEI
Andrea Charão,WEI
Matheus Oliveira,WEI
Ayla Dantas,WEI
Ivonildo Neto,WEI
Helcio Silva,WEI
Adson Esteves,WEI
Luiz Noschang,WEI
André Raabe,WEI
Aluizio Filho,WEI
Fernanda Pires,WEI
Karolayne Teixeira,WEI
Marcela Pessoa,WEI
Rafael Queiroz,WEI
Fabrício Pinto,WEI
Paulo Silva,WEI
Nadia Rodriguez-Rodriguez,WIT
Franci Suni-Lopez,WIT
Patrícia Araújo de Oliveira,WIT
Lorena Nunes,WIT
Maiara Priscila Lima dos Santos,WIT
Kamila Farias,WIT
Rebeca C. de Oliveira,WIT
Lucia Catabriga,WIT
Eliana Zandonade,WIT
Andrea Maria P. Valli,WIT
Maria Claudia S. Boeres,WIT
Camila Z. Aguiar,WIT
Laís Pisetta Van Vossen,WIT
Maria Teresa Silva Santos,WIT
Daniella Martins Vasconcellos,WIT
Guilherme Tomaselli Borchardt,WIT
Carlos Daniel Schmitt Bunn,WIT
Eric Carvalho da Silveira,WIT
Isabela Gasparini,WIT
Luciana B. Frigo,WIT
Kamilly Cristine Gomes,WIT
Iolanda Agnes D. Ribeiro,WIT
Cristiane N. Targa,WIT
Michele A. Brandão,WIT
Maria Laura Soares,WIT
Anna Paula Silva,WIT
Érica Carneiro,WIT
Luciana Varjolo,WIT
Gustavo Guedes,WIT
Raquel Lopes,WIT
Beatriz Maciel,WIT
Dayanny Soares,WIT
Larrysa Figueiredo,WIT
Marcus Carvalho,WIT
Luiza Castilho Ereno,WIT
Ana Carolina Marcelino,WIT
Andrea Bordin,WIT
Luciana B. Frigo,WIT
Aline de Galés Silva,WIT
Renata Muniz Prado,WIT
Mirella M. Moro,WIT
Aleteia Araujo,WIT
Tainara Silva Novaes,WIT
Kathleen Danielly Souza Lins,WIT
Adolfo Gustavo S. Seca Neto,WIT
Mariangela de Oliveira Gomes Setti,WIT
Maria Claudia Figueiredo Pereira Emer,WIT
Aline Vieira de Mello,WIT
Vanessa Petró,WIT
Amanda Meincke Melo,WIT
Alice Fonseca Finger,WIT
Maiara Neri Bustamante Sá,WIT
Rita Cristina Galarraga Berardi,WIT
Pedro Henrique Stolarski Auceli,WIT
Cristiano Maciel,WIT
Guillermo A. Dávila,WIT
Indira R. Guzman,WIT
Luana Mendes,WIT
Nayara Dias dos Santos,WIT
Sabrina Marczak,WIT
Carla Ilane Moreira Bezerra,WIT
Maria Alice de Souza Macedo,WIT
Kassia Cristina de Sousa Lopes,WIT
Karine Alessandra Córdova,WIT
Ana Carolina Tomé Klock,WIT
Isabela Gasparini,WIT
Sofia Bento Desidério,WIT
Maria Rebecca L. Lelis,WIT
Maria Elanne M. Rodrigues,WIT
Francisca Kelen F. dos Santos,WIT
Anna Beatriz Marques,WIT
Helena Caseli,WIT
Evelin Amorim,WIT
Elisa Terumi Rubel Schneider,WIT
Leidiana Iza Andrade Freitas,WIT
Jéssica Rodrigues,WIT
Maria das Graças V. Nunes,WIT
Marina Azevedo Ximenes Teles,WIT
Larissa Santos Saraiva,WIT
Maria Isabele de O. Freires,WIT
Marina da S. Rocha,WIT
Anna Beatriz Marques,WIT
Luiz Paulo Carvalho,WIT
Silas Lima Filho,WIT
Michele A. Brandão,WIT
Jonice Oliveira,WIT
Flávia Maria Santoro,WIT
Mônica Ferreira da Silva,WIT
Luciana Maria Azevedo Nascimento,WIT
Yuri Oliveira de Lima,WIT
Carlos Eduardo Barbosa,WIT
Luis Felipe Coimbra Costa,WIT
Ana Moura Santos,WIT
Larissa Galeno,WIT
Geraldo Bonorino Xexéo,WIT
Jano Moreira de Souza,WIT
Andressa R. Vinhal,WIT
Waleska Gonçalves de Lima,WIT
Giseli Duardo Maciano,WIT
Alessandra Ferreira dos Santos,WIT
Helena Cristina Dias Magalhães,WIT
Sabrina Bourscheid Sassi,WIT
Cristiano Maciel,WIT
Eunice Pereira dos Santos Nunes,WIT
Lailla Galeno da Silva,WIT
Simone Azevedo Bandeira de Melo Aquino,WIT
Thiago Paiva Freire,WIT
Luiz Claudio Theodoro,WIT
Flávio de Oliveira Silva,WIT
João Henrique de Souza Pereira,WIT
Andreia Marini,WIT
Heloise Acco Tives,WIT
Isa de Fatima Sarda Muler,WIT
Alessandra M. Ortega-Arrieta,WIT
Guillermo A. Dávila,WIT
Barbara de Lima,WIT
Giovanna Almeida Vieira,WIT
Marcelly Beatriz dos Santos Silva,WIT
Maria Luiza Correia Oliveira Lima,WIT
Noemy Roberta de Oliveira Silva,WIT
Rebeca Oliveira Correia Queiroz,WIT
Thalia de Oliveira Santos,WIT
Wemilly Maria Rodrigues Leite de Souza,WIT
Raquel da Silva Cabral,WIT
Maria Julia D. M. Nolasco,WIT
Camila Z. Aguiar,WIT
Andrea Maria P. Valli,WIT
Maria Claudia S. Boeres,WIT
Lucia Catabriga,WIT
Gabriel Vieira Lima,WIT
Lailla Galeno da Silva,WIT
Steffane de Oliveira Castro,WIT
José Vicente Lima Garros,WIT
Vinicius Schineider Januário Viana,WIT
Yasmin Milhomem de Oliveira,WIT
Simone Azevedo Bandeira de Melo Aquino,WIT
Thiago Paiva Freire,WIT
Elaine H. T. Oliveira,WIT
Isabela Gasparini,WIT
Alexandra I. Cristea,WIT
Susan E. Black,WIT
Lara M. Lopes,WIT
Lilian Verino,WIT
Alice P. M. da Silva,WIT
Camila R. Crisostomo,WIT
Aynoã P. Matos,WIT
Maria Fernanda Itacarambi,WIT
Christine R. Lourenço,WIT
Sylvana Karla S. L. Santos,WIT
Thais R. de Moura Braga Silva,WIT
Gláucia Braga e Silva,WIT
Maria Amélia Lopes Silva,WIT
Melissa Araújo,WIT
Thalia B. M. Almeida,WIT
Lilian F. M. Neves,WIT
Lilian G. P. Santos,WIT
Ester de Lima Pontes,WIT
Raquel S. Cabral,WIT
Eliana S. de Almeida,WIT
Elian Vitor de Oliveira Castro,WIT
Steffane de Oliveira Castro,WIT
Simone Azevedo Bandeira de Melo Aquino,WIT
Thiago Paiva Freire,WIT
Maria Adriana V. Lima,WIT
Ana Barbara C. Conti,WIT
Ana Julia A. F. Silvério,WIT
Ana R. Silvério,WIT
Gabriel C. B. S. Amaral,WIT
Gabriel C. Freitas,WIT
Jhully V. N. Leite,WIT
Laura B. Moreira,WIT
Josiane M. Pinheiro,WIT
Valeria Delisandra Feltrim,WIT
Gabrielle C. Gazani da Silva,WIT
Tania Fátima Calvi Tait,WIT
Maria Madalena Dias,WIT
Luciana Salgado,WIT
Iris Herdy,WIT
Amara Santoyani,WIT
Mateus Monteiro,WIT
Ana Clara do Valle,WIT
Gabrielly Luíza Trajano Soares,WIT
Elloá Fonseca Lima,WIT
João Gabriel R. Silva,WIT
Maria Júlia M. Schettini,WIT
Vitória Calonga dos Santos,WIT
Nathalia G. Teixeira,WIT
Kalel Baião M. Pereira,WIT
Phelipe Oliveira Teixeira,WIT
João Gabriel R. Silva,WIT
Natália Dal Pizzol,WIT
Soraia Raupp Musse,WIT
Kamylla Milena Voltoni dos Santos,WIT
Fernanda Andrade Pereira Marques,WIT
Thais Reggina Kempner,WIT
Eunice Pereira dos Santos Nunes,WIT
Luciana Correia Lima de Faria Borges,WIT
Ludmila de A. Souza,WIT
Suelen M. de Paula,WIT
Márcio A. Miranda,WIT
Thaís Andrade,WIT
Nelly Martins,WIT
Laura Campos,WIT
Luana Almeida,WIT
Alessandra Barros,WIT
Aleksandra Dias,WIT
