Autor_Canonico,Sigla
Silas S. L. Pereira,WEI
Reinaldo B. Braga,WEI
Carina T. de Oliveira,WEI
Mário W. Pereira,WEI
Luiza S. Pontello,WEI
Leonardo A. Silva,WEI
Leonardo A. Silva,WEI
Gustavo de Castro Salvador,WEI
Christiane G. von Wangenheim,WEI
Marcelo Fernando Rauber,WEI
Adriano F. Borgatto,WEI
Daniel Antonio Karling,WEI
Claudia Brandelero Rizzi,WEI
Rogério Luis Rizzi,WEI
Aline de S. M. dos Santos,WEI
Wellington G. Pereira,WEI
Rozelma Soares de França,WEI
Dawson Paiva Lima,WEI
Geisiane de Souza Matos,WEI
Sara M. Silva,WEI
Sandy Hiorrana L. Farias,WEI
Fabíola Pantoja O. Araújo,WEI
Josivaldo S. Araújo,WEI
Edson OliveiraJr,WEI
Thelma E. Colanzi,WEI
Aline Amaral,WEI
André F. R. Cordeiro,WEI
João Choma Neto,WEI
Simone R. S. Souza,WEI
Rubens Anderson de S. Silva,WEI
Bosco Borges A. F.,WEI
Maria de Fátima P. Ferreira,WEI
Rossana M. C. Andrade,WEI
Adrianne Veras de Almeida,WEI
Adrianne Veras de Almeida,WEI
Fabíola Pantoja O. Araújo,WEI
Yuri Rafael Grajefe Feitosa,WEI
Marco Aurélio Graciotto Silva,WEI
José Augusto Fabri,WEI
Rafael Santos,WEI
Leonardo Gonçalves,WEI
Benilda Silva,WEI
Carlos Portela,WEI
Fabricio Farias,WEI
Alessandra Cardoso Figueredo,WEI
Cibele Da Silva Alves,WEI
Wanderson Alexandre da Silva Quinto,WEI
Arthur Passos,WEI
André Barreto,WEI
Brenno Nascimento,WEI
Felipe Silva,WEI
Gabriel Costa,WEI
Davi Viana,WEI
Luis Rivero,WEI
Carmen Vera Scorsatto Brezolin,WEI
Milene Selbach Silveira,WEI
Braz Araujo da Silva Junior,WEI
Simone André da Costa Cavalheiro,WEI
Luciana Foss,WEI
Adão Caron Cambraia,WEI
Márcia Adriana Rosmann,WEI
Pietro Matheus Bompet Fontoura Alves,WEI
Helen Ferreira,WEI
Edgar Oliveira,WEI
Reinaldo B. Braga,WEI
Carlo Oliveira,WEI
Carina Oliveira,WEI
Ana Carolina Sokolonski,WEI
Alirio Santos de Sá,WEI
Raimundo José de Araújo Macêdo,WEI
Deivid Eive Silva,WEI
Marialina Corrêa Sobrinho,WEI
Natasha Malveira C. Valentim,WEI
Leandro S. G. Carvalho,WEI
Ana Lucia Machado dos Santos,WEI
Elaine H. T. Oliveira,WEI
David B. F. Oliveira,WEI
Filipe Dwan Pereira,WEI
Wilk Oliveira,WEI
Adão Caron Cambraia,WEI
Lucas Tadeu Hinterholz,WEI
Rodrigo Pessoa Medeiros,WEI
Taciana Pontual Falcão,WEI
Geber Lisboa Ramalho,WEI
Esdras Bispo Jr.,WEI
Liliane S. S. Fonseca,WEI
Simone C. Santos,WEI
Jeferson V. L. Albino,WEI
Rafael A. P. de Oliveira,WEI
Newton C. Will,WEI
André R. Ortoncelli,WEI
Adriana Paula Zamim Scherer,WEI
Filipo Novo Mór,WEI
João Marcelo Borovina Josko,WEI
Andrea Charão,WEI
Karina Wiechork,WEI
Marlon L. S. Rodrigues,WEI
Fernando P. Barbosa,WEI
Louis dos Santos Amorim,WEI
Daniela Eloise Flôr,WEI
Eduardo Henrique Molina da Cruz,WEI
Ayslan Trevizan Possebom,WEI
Carlos R. Beleti Junior,WEI
Rodrigo Hübner,WEI
Paulo César Gonçalves,WEI
César Alberto da Silva,WEI
Alexandre da Rosa,WEI
Andreia de Jesus,WEI
Gabriel Vaz Igarashi,WEI
Vinicius Struginski Pereira,WEI
Nathasha Pinto,WEI
Alana Araujo,WEI
Estephane Mendes,WEI
Giovanna Pavani,WEI
Karla Silva,WEI
Raimundo Neto,WEI
Katia Salles,WEI
Luis Rivero,WEI
Jesiel Viana da Silva,WEI
Gustavo Henrique da Silva Alexandre,WEI
Sebastião Santos,WEI
Flávia Carvalho,WEI
Davi Viana,WEI
Luis Rivero,WEI
Carlos R. Beleti Junior,WEI
Robertino M. Santiago Junior,WEI
Alexandre P. Züge,WEI
Marcelo Valério,WEI
Maytê G. C. Bezerra,WEI
Reinaldo V. Alvares,WEI
Marcelo S. Loutfi,WEI
Nathielly de S. Campos,WEI
Daniel Pinto,WEI
Eduarda Chagas,WEI
Gabriel Costa,WEI
Kennedy Nunes,WEI
Ricardo Anchieta,WEI
Simara Rocha,WEI
Anselmo Paiva,WEI
Luis Rivero,WEI
Alex Barradas Filho,WEI
Allan K. Barros,WEI
Davi Viana,WEI
João B. Bottentuit Junior,WEI
Luis Rivero,WEI
Daniela de Souza Gomes,WEI
Marcos Henrique Fonseca Ribeiro,WEI
Giovanni Ventorim Comarela,WEI
Gabriel Philippe Pereira,WEI
Luciano T. E. Pansanato,WEI
Adriane C. A. da Silva,WEI
Lucimara Cruz de Souza,WEI
Almir de Oliveira Costa Junior,WEI
Felício Gobbi Hoffmann Santos Pereira,WEI
Graziela Santos de Araújo,WEI
Luciana Montera Cheung,WEI
Anderson Viçoso de Araújo,WEI
Heitor Batistela Zunta,WEI
Ludmilla Fernandes Oliveira Galvão,WEI
Laura Sánchez García,WEI
Tanya Amara Felipe,WEI
Alexandre F. Lopes,WEI
Thalia S. Santana,WEI
Adriano Braga,WEI
Vinícius F. S. Mota,WEI
Roberta L. Gomes,WEI
Sérgio A. A. de Freitas,WEI
Rita C. G. Berardi,WEI
Silvia Amelia Bim,WEI
Luiz Alencar,WEI
Fernanda Pires,WEI
Marcela Pessoa,WEI
Tadeu Moreira de Classe,WEI
Ronney Moreira Castro,WEI
Eduardo Cambruzzi,WEI
Jessica de S. Santana,WEI
Milene Selbach Silveira,WEI
Sabrina B. Sassi,WEI
Cristiano Maciel,WEI
Vinícius Carvalho Pereira,WEI
Saori Costa,WEI
Allysson Allex Araújo,WEI
Emanuel Coutinho,WEI
Francisco Gomes,WEI
Jerffeson Souza,WEI
Laila Pereira Mota,WEI
Isa Neves,WEI
Luís Barbosa,WEI
Roberta Fagundes,WEI
Mauro F. Santos Junior,WEI
Sergiana Alves da Silva,WEI
Leandro de C. Santos,WEI
Samira S. da Silva,WEI
Sincler P. de Meireles,WEI
Levi da Silva,WEI
Hanna Alves,WEI
Jerffeson Souza,WEI
Maurício Arimoto,WEI
José Henrique R. Cruz,WEI
Emanuel Oliveira da Silva,WEI
Taciana Pontual Falcão,WEI
Gilvaneide Francisca Gomes,WEI
Ricardo André Cavalcante de Souza,WEI
Pedro B. Pio,WEI
Igor C. Sodré,WEI
Vinicius R. P. Borges,WEI
Rodrigo Pessoa Medeiros,WEI
Taciana Pontual Falcão,WEI
Geber Lisboa Ramalho,WEI
Wilk Oliveira,WEI
Rozelma França,WEI
André Lemos,WEI
Marcia Kniphoff da Cruz,WEI
Haroldo Amaral,WEI
Lilian Pereira Teixeira,WEI
Geovane F. Piccinin,WEI
Mirella M. Moro,WEI
Benediel Gonçalves,WEI
Elison Nascimento,WEI
Enio Monteiro,WEI
Carlos Portela,WEI
Sandra Oliveira,WEI
Diego Hoss,WEI
Gil Andrade,WEI
Roberta Suero,WEI
Adriano Yasuda,WEI
Jonatas Nascimento,WEI
Josepher Silva,WEI
Levy Silva,WEI
Bianca L. Santana,WEI
Luis Araújo,WEI
Roberto A. Bittencourt,WEI
Camille Jesus,WEI
Bianca L. Santana,WEI
Roberto A. Bittencourt,WEI
Jamille Silva,WEI
Fabiano Oliveira,WEI
Danielle Martins,WEI
Igor Dantas,WEI
Jose Neto,WEI
Lucas Silva,WEI
Lourival Neto,WEI
Douglas Lima,WEI
Thaíse Costa,WEI
Edgar Oliveira,WEI
Roberto A. Bittencourt,WEI
Maurício Souza,WEI
Renata Moreira,WEI
Eduardo Figueiredo,WEI
Natália Silva,WEI
Igor Santos,WEI
Luís Orleans,WEI
João Pinheiro,WEI
Julia Godinho,WEI
Yuri Guedes ,WEI
Débora Zumpichiatti,WEI
Janaina Gomide,WEI
Fernando Leite,WEI
Gabriel Cardoso,WEI
Igor Estrela,WEI
Antônio Pinto,WEI
Ednara Pereira,WEI
Geraldo Braz Junior,WEI
Luis Rivero,WEI
Rafael Santos,WEI
Breno Sousa,WEI
Alberto Raiol,WEI
Paulo Cerqueira,WEI
Fábio Bezerra,WEI
Ernane Martins,WEI
Luís Gouveia,WEI
Hugo Santos,WEI
Franciely Souza,WEI
Bruno Santos,WEI
Irandir Amorim,WEI
Maria Silva,WEI
Adauto Filho,WEI
Ernane Martins,WEI
Luís Gouveia,WEI
Alexandre F. Lopes,WEI
Thalia S. Santana,WEI
Adriano Braga,WEI
Albert Lopes,WEI
Carlos Portela,WEI
Sandra Oliveira,WEI
Robson Bonidia,WEI
João Neto,WEI
Marcus Amorim,WEI
Jefferson Simões,WEI
Felipe Assis,WEI
João Pinheiro,WEI
Daniel Menasch,WEI
Claudia Motta,WEI
Ageu Pacheco,WEI
José Quaresma,WEI
Marianne Eliasquevici,WEI
Sandra Oliveira,WEI
Jorge Goulart,WEI
Fabiano Oliveira,WEI
Paulo Pinto,WEI
Leandro Carvalho,WEI
Ana Santos,WEI
Fabíola G. Nakamura,WEI
Elaine Oliveira,WEI
Maurício Arimoto,WEI
João Santos,WEI
Eloi Favero,WEI
Leonardo Zamprogno,WEI
Bruno Merlin,WEI
João Ferreira,WEI
Heleno Fülber,WEI
Allan Veras,WEI
Géssica Alves,WEI
Ayla Rebouças,WEI
Jean Rosa,WEI
Ecivaldo Matos,WEI
Marlo Souza,WEI
Luana Carneiro,WEI
Marlo Souza,WEI
Wellington Lemos,WEI
José Cunha,WEI
Juliana Saraiva,WEI
Daniel Saraiva,WEI
Silas Pereira,WEI
Erica Gallindo,WEI
Reinaldo B. Braga,WEI
Carina Oliveira,WEI
Jéssica Mendes,WEI
Rodrigo Santos,WEI
Davi Santos,WEI
Luis Rivero,WEI
Rafael Andrade,WEI
Franciny Barreto,WEI
Esdras Bispo Jr.,WEI
André G. Pereira,WEI
Leandro Carvalho,WEI
Eduardo Souto,WEI
Gabriela Aguiar,WEI
Lailson Menezes,WEI
Lucas Costa,WEI
Caique Souza,WEI
Ana Inocêncio,WEI
Esdras Bispo Jr.,WEI
Raaby Miranda,WEI
Carlos Portela,WEI
Albert Lopes,WEI
Tamires Rocha,WEI
Elaine Santos,WEI
Vilson Júnior,WEI
Cleyton Souza,WEI
Fabrício Pinto,WEI
Paulo Silva,WEI
Marcos Diniz,WEI
Marianne Eliasquevici,WEI
José Silva,WEI
Letícia Oliveira,WEI
André Silva,WEI
Ana Solórzano,WEI
Cassiano Schneider,WEI
Andrea Charão,WEI
Michelle Martins,WEI
Gilberto Müller,WEI
Gil Andrade,WEI
Diego Hoss,WEI
Ana Barbosa,WEI
Lana Gomes,WEI
Lucas Silva,WEI
Cassiano Schneider,WEI
Leandro Schneider,WEI
Andrea Charão,WEI
Matheus Oliveira,WEI
Ayla Dantas,WEI
Ivonildo Neto,WEI
Helcio Silva,WEI
Adson Esteves,WEI
Luiz Noschang,WEI
André Raabe,WEI
Aluizio Filho,WEI
Fernanda Pires,WEI
Karolayne Teixeira,WEI
Marcela Pessoa,WEI
Rafael Queiroz,WEI
Fabrício Pinto,WEI
Paulo Silva,WEI
Leandro Galvão,WEI
Jair Leite,WEI
Leandro Galvão,WEI
Simone Martins,WEI
Giani Petri,WEI
Christiane G. von Wangenheim,WEI
Bruno B. Boniati,WEI
Alex R. Weber,WEI
Giani Petri,WEI
Alejandro Calderón,WEI
Christiane G. von Wangenheim,WEI
Adriano F. Borgatto,WEI
Mercedes Ruiz,WEI
Viviane Vasconcelos,WEI
Ermeson Andrade,WEI
Débora Juliane Guerra Marques da Silva,WEI
Graziela Ferreira Guarda,WEI
Ione Ferrarini Goulart,WEI
Tiago do Carmo Nogueira,WEI
Eudes de Souza Campos,WEI
Matheus E. Franco,WEI
Breno M. Barra,WEI
Rosana A. Moreira,WEI
Caio C. Dias,WEI
Kleber Tavares Fernandes,WEI
Eduardo Henrique da Silva Aranha,WEI
Márcia Jacyntha Nunes Rodrigues Lucena,WEI
André Chateaubriand,WEI
Obede Carvalho,WEI
Ricardo Terra,WEI
Edilaine Santiago de Oliveira,WEI
Pryscilla de Sousa Pereira,WEI
Ramires do Nascimento Moreira,WEI
Leo Natan Paschoal,WEI
Simone do Rocio Senger de Souza,WEI
Rita C. G. Berardi,WEI
Silvia A. Bim,WEI
Regiane Macuch,WEI
Leticia Fleig Dal Forno,WEI
Leonardo Bandeira de Lucena,WEI
Giovana Lorena Costa de Andrade,WEI
Elisa de Fátima Andrade Soares,WEI
Wilton Silva dos Santos Júnior,WEI
Álvaro Gabriel Gomes de Oliveira,WEI
Lígia Maria de Souza Dantas Batista,WEI
Daniel Alves Gomes,WEI
Rommel Wladimir de Lima,WEI
Luiz Otávio Ramos Gavaza,WEI
Láıs do Nascimento Salvador,WEI
David Moises Barreto dos Santos,WEI
Carina Machado de Farias,WEI
Anderson S. de Oliveira,WEI
Everton Dias de A. Silva,WEI
Ayala L. Ribeiro,WEI
Roberto A. Bittencourt,WEI
Bianca L. Santana,WEI
Maísa Soares dos Santos Lopes,WEI
Rodrigo Silva Lima,WEI
João Vitor Ferraz,WEI
Matheus Lima Viana,WEI
Roque Mendes Prado Trindade,WEI
Alzira Ferreira da Silva,WEI
Antônio Cezar de Castro Lima,WEI
Carina Machado de Farias,WEI
Fellipe Pereira Azevedo,WEI
José Elias de Jesus Dias,WEI
Giorgia de O. Mattos,WEI
Josilene A. Moreira,WEI
Ana Flávia C. Moura,WEI
Andrea B. Nascimento,WEI
Simão Martin,WEI
Simone Cavalheiro,WEI
Renata Reiser,WEI
Luciana Foss,WEI
Ana Rita Mazzini,WEI
Andre Du Bois,WEI
Clause Piana,WEI
Alexandre Grotta,WEI
Edmir P.V. Prado,WEI
Lafayette Batista Melo,WEI
Paulo Roberto Santos Costa,WEI
Marcílio de Paiva Onofre Filho,WEI
Fernando Augusto Ferreira Lordão,WEI
Leandro Cavalcanti de Almeida,WEI
Gláucia Braga e Silva,WEI
Daniel Mendes Barbosa,WEI
Fabrício A. Silva,WEI
Giancarlo F. Roberto,WEI
Fabiano Oliveira,WEI
Paulo Eustáquio D. Pinto,WEI
Igor M. Coelho,WEI
Air Rabelo,WEI
Luiz Claudio Gomes Maia,WEI
Fernando Silva Parreiras,WEI
Jean C. S. Rosa,WEI
Anna Raquel S. Marinho,WEI
Ecivaldo Matos,WEI
Anna Raquel S. Marinho,WEI
Givanaldo R. de Souza,WEI
Alba S. L. do Nascimento,WEI
Silmar Antonio Buchner de Oliveira,WEI
Andréa Pereira Mendonça,WEI
Luís E. T. Forquesato,WEI
Juliana F. Borin,WEI
Felipe M. Sampaio,WEI
Jefferson P. de Almeida,WEI
Alcides Calsavara,WEI
Ana Paula Gonçalves Serra,WEI
Francisco de Assis Zampirolli,WEI
Leandro Silva Galvão de Carvalho,WEI
Miguel Jonathan,WEI
Ronaldo Celso Messias Correia,WEI
Rebeca Motta,WEI
Mario Bonicenha,WEI
Claudia Susie Rodrigues,WEI
Cláudia Werner,WEI
Mateus Lima Alves,WEI
José Robertty de Freitas Costa,WEI
Carla Ilane Moreira Bezerra,WEI
Rodrigo Cândido Borges,WEI
Maria Márcia Bachion,WEI
Ecivaldo de Souza Matos,WEI
Monica de Sousa Massa,WEI
Andrea Charão,WEI
Ana Luísa V. Solórzano,WEI
Rafael G. Trindade,WEI
Jéssica Laisa,WEI
Eduardo Henrique,WEI
Wendell Oliveira,WEI
José Andersson S. da Silva,WEI
Sônia R. Fortes da Silva,WEI
Anselmo L. Gomes,WEI
Láıs V. Minchillo,WEI
Augusto Vellozo,WEI
Edson Borin,WEI
Juliana F. Borin,WEI
Josilene A. Moreira,WEI
Ricardo M. Silva,WEI
Maria Eulina P. Carvalho,WEI
Anderson Felinto Barbosa,WEI
Janderson Jason Barbosa Aguiar,WEI
Ronney Moreira Castro,WEI
Arianne Sarmento Torcate,WEI
Marcos Uryel F. de Farias,WEI
Sônia R. Fortes da Silva,WEI
Cleiton Soares Martins,WEI
André Luís Alice Raabe,WEI
Elieser Ademir de Jesus,WEI
Eduardo A. da Silva,WEI
Natália Ellery Ribeiro Couto,WEI
Luciana Rita Guedes,WEI
Aleksander Sade Paterno,WEI
Dilson José Lins Rabêlo Júnior,WEI
Carlos de Salles Soares Neto,WEI
Antonio Carlos Raposo,WEI
Luis Alves dos Santos Neto,WEI
José Augusto Fabri,WEI
Soraia Silva Prietch,WEI
Kefferson Ricardi,WEI
Gustavo Kira,WEI
Luiz Ernesto Merkle,WEI
Luciana Mara Freitas Diniz,WEI
Leiva Casemiro Oliveira,WEI
Sílvio Roberto Fernandes,WEI
Kailany Ketulhe,WIT
Maristela Holanda,WIT
Alice Lima,WIT
Alice Borges,WIT
Aleteia Araujo,WIT
Carla Castanho,WIT
Carla Koike,WIT
Roberta B. Oliveira,WIT
Fabrícia Damando Santos,WIT
Luana Sperling Santana,WIT
Débora Mattos,WIT
Adriane Parraga,WIT
Carla Santos de Oliveira,WIT
Natani Gabrieli Boço Cavalcante,WIT
Daniela Eloise Flôr,WIT
Eduardo Henrique Molina da Cruz,WIT
Carlos R. Beleti Junior,WIT
Maria Elanne M. Rodrigues,WIT
Ariany Almeida Maia,WIT
Marina da S. Rocha,WIT
Lauana M. C. de Oliveira,WIT
Anna Beatriz Marques,WIT
Heloise Acco Tives,WIT
Roberto Pereira,WIT
Gabryella da S. Garcia,WIT
Sara L. de Farias,WIT
Maria Alice N. Silva,WIT
Letícia S. Camargo,WIT
Thalia S. Santana,WIT
Ramayane B. Braga,WIT
Adriano Braga,WIT
Natália C. Louzada,WIT
Natália Dal Pizzol,WIT
Eduardo Dos Santos Barbosa,WIT
Soraia Raupp Musse,WIT
Gabriela Souza Maximino,WIT
Isadora Mendes dos Santos,WIT
Marcelle Pereira Mota,WIT
Amanda Meincke Melo,WIT
Letícia Gindri,WIT
Clevi Rapkiewicz,WIT
Aline Vieira de Mello,WIT
Alice F. Finger,WIT
Alexia Bagesteiro Camargo,WIT
Hariel Souza,WIT
Suzy Santiago,WIT
Lindamir Salete Casagrande,WIT
Aleteia Araujo,WIT
Maristela Holanda,WIT
Carla Castanho,WIT
Carla Koike,WIT
Roberta B. Oliveira,WIT
Edna Canedo,WIT
Mirella M. Moro,WIT
Ana Medeiros,WIT
Isadora B. M. C. Ferreira,WIT
Lucas Fonseca,WIT
Cledja Rolim,WIT
Maria Fernanda C. Ribeiro,WIT
Monica M. Pereira,WIT
Maristela Holanda,WIT
Amilton L. M. Júnior,WIT
Eric Hans M. da Silva,WIT
João Laterza,WIT
Aleteia Araujo,WIT
Carla Castanho,WIT
Carla Koike,WIT
Roberta B. Oliveira,WIT
Andréa Sabedra Bordin,WIT
Luciana Bolan Frigo,WIT
Suelen Laurindo,WIT
Luiza Castilho Ereno,WIT
Ana Carolina da Silveira de Souza,WIT
Bárbara Moreira Drummond,WIT
Luciana Cardoso de Castro Salgado,WIT
José Viterbo,WIT
Lígia Sell,WIT
Cristina Meinhardt,WIT
Isabel P. Matos,WIT
Júlia F. G. Prado,WIT
Mônica C. Machado,WIT
Lucila Ishitani,WIT
Mayara Dal Vesco Hoger,WIT
Bruna Oenning Amador,WIT
Patricia Abe Turato,WIT
Lara Morgado da Silva Santos,WIT
Rita Cristina Galarraga Berardi,WIT
Silvia Amelia Bim,WIT
Estela Miranda Batista,WIT
Gláucia Braga e Silva,WIT
Thais Regina de Moura Braga Silva,WIT
Karla Sophia Santana da Cruz,WIT
Lilian Giselly Pereira Santos,WIT
Lívia de Maria Calado Machado Soares,WIT
Nayse da Silva Fagundes,WIT
Suzy Kamylla de Oliveira Menezes,WIT
Raquel da Silva Cabral,WIT
Caroline Reis Vieira Santos Rauta,WIT
Isabela Reinhold,WIT
Maria Tereza de Almeida Wippel,WIT
Ana Carolina Cebin Pereira,WIT
Karin Satie Komati,WIT
Suzany Angeli,WIT
Silvia Amelia Bim,WIT
Isabela Gasparini,WIT
Karla de Souza e Silva,WIT
Eunice Pereira dos Santos Nunes,WIT
Cristiano Maciel,WIT
Viviane A. Souza,WIT
Iara S. Edgel,WIT
Yasmin S. Néu,WIT
Jozeane P. A. Silva,WIT
Josiane N. S. Lopes,WIT
Ana Isabela M. Ramos,WIT
Fabíola O. Araújo,WIT
Maria Camila N. Barioni,WIT
Elaine R. Faria,WIT
Maria Adriana V. Lima,WIT
Gina M. B. Oliveira,WIT
Fabíola S. F. Pereira,WIT
Alessandra A. Paulino,WIT
Mirella S. Junqueira,WIT
Waleska Gonçalves de Lima,WIT
Cristiano Maciel,WIT
Ana Lara Casagrande,WIT
Sabrina Bourscheid Sassi,WIT
Maria Fernanda Abalem Franca Nunes,WIT
Jislane S. S. de Menezes,WIT
Cristiane O. de Santana,WIT
Leandro Santos Fraga,WIT
Kamille G. Bezerra,WIT
Ana Beatriz S. Matias,WIT
Myrian Noguera Salinas,WIT
Beatriz A. de Miranda,WIT
Marcella M. S. C. de Almeida,WIT
Ivyna R. S. Alves,WIT
Lívia M. R. S. Campos,WIT
Ariana R. Cursino,WIT
Juliana F. P. Martinez,WIT
Daniela Eloise Flôr,WIT
Eduardo Henrique Molina da Cruz,WIT
Ayslan Trevizan Possebom,WIT
Carla Santos de Oliveira,WIT
André Pinto Moreira,WIT
Carlos R. Beleti Junior,WIT
Ana Paula Vieira Guimarães,WIT
Renata Loureiro Frade,WIT
Daniela Marques,WIT
André Constantino da Silva,WIT
Gustavo Bartz Guedes,WIT
Carlos Roberto dos Santos Junior,WIT
Vanessa Petró,WIT
Vinicius Hartmann Ferreira,WIT
Renata Luiza Muller,WIT
Jéssica Gabrieli Schmitz Hahn,WIT
Leandro von Borstel Assmann,WIT
Victória Guimarães,WIT
Larissa Pessoa,WIT
Raquel Folz,WIT
Lia Martins,WIT
Rosiane Freitas,WIT
Francielli Freitas Moro,WIT
Rafaela Oliveira Padilha,WIT
Luciana Bolan Frigo,WIT
Aline Vieira de Mello,WIT
Alice Fonseca Finger,WIT
Letícia Gindri,WIT
Amanda Meincke Melo,WIT
Letícia Gindri,WIT
Patrícia Araújo de Oliveira,WIT
Amanda Meincke Melo,WIT
Aíla Maciel,WIT
Ketrin Diovana Alves Rodrigues Vargas,WIT
Marina Braun Otokovieski,WIT
Raniely dos Anjos,WIT
Vívian Ludimila Aguiar Santos,WIT
Thales Francisco Mota Carvalho,WIT
Maria do Socorro Vieira Barreto,WIT
Ana Júlia L. Briceño,WIT
Ana Sofia S. Silvestre,WIT
Bianca P. Castro,WIT
Tais A. Oliveira,WIT
Thamires P. Silva,WIT
Aleteia P. F. Araujo,WIT
Carla Castanho,WIT
Carla Cavalcante Koike,WIT
Maristela Holanda,WIT
Roberta B. Oliveira,WIT
Bruna Oenning Amador,WIT
Patricia Abe Turato,WIT
Mayara Dal Vesco Hoger,WIT
Lara Morgado da Silva Santos,WIT
Silvia Amelia Bim,WIT
Rita Cristina Galarraga Berardi,WIT
Derivaldo Machado da Silva,WIT
Viviane Almeida dos Santos,WIT
Êrica Peters do Carmo,WIT
Ediana da Silva de Souza,WIT
Arthur Felipe Herdt Schuelter,WIT
Milene Selbach Silveira,WIT
Simone Diniz Junqueira Barbosa,WIT
Rebeca Schroeder,WIT
Isabela Gasparini,WIT
Alice Borges,WIT
Fernanda de Sousa,WIT
Maristela Holanda,WIT
Aleteia P. F. Araujo,WIT
Carla Cavalcante Koike,WIT
Roberta B. Oliveira,WIT
Poliana Nascimento Ferreira,WIT
Laura Damaceno de Almeida,WIT
Andressa da Silva Siqueira,WIT
Beatriz Pereira,WIT
Alessandra Herranz Gazquez,WIT
Regiane da Silva Macuch,WIT
Maria Victoria S. Fiori,WIT
Maria Elanne M. Rodrigues,WIT
Lauana M. C. de Oliveira,WIT
Ariany Almeida Maia,WIT
Marina da S. Rocha,WIT
Victoria Gabriella R. Pereira,WIT
Jacilane de H. Rabelo,WIT
Anna Beatriz Marques,WIT
Jeovana Leão,WIT
Adrya Araújo,WIT
Bruna Mariana F. de Souza,WIT
Julis Figueira de Araújo,WIT
Kalil Ferreira,WIT
Mariana Barros,WIT
Tanara Lauschner,WIT
Fabiola Guerra Nakamura,WIT
Marina da S. Rocha,WIT
Kalinka Castelo Branco,WIT
Ana Lara S. Oliveira,WIT
Lauana M. C. de Oliveira,WIT
Maria Victoria S. Fiori,WIT
Jacilane de H. Rabelo,WIT
Anna Beatriz Marques,WIT
Alice Lima,WIT
Maria Eduarda Santos,WIT
Maristela Holanda,WIT
Aleteia P. F. Araujo,WIT
Carla Cavalcante Koike,WIT
Vinicius R. P. Borges,WIT
Roberta B. Oliveira,WIT
Renata Luiza da Costa,WIT
Débora Guerra de S. Guinati,WIT
Stéfany de Castro Souza,WIT
Kamilla Taiwhscki B. Silva,WIT
Ildenê F. S. Mota,WIT
Viviane A. Santos,WIT
Andréa Sabedra Bordin,WIT
Isadora Garcia Ferrão,WIT
Kalinka R. L. J. C. Branco,WIT
Sara L. de Farias,WIT
Maria Isabela S. Nunes,WIT
Thalia S. Santana,WIT
Natália C. Louzada,WIT
Ramayane B. Braga,WIT
Adriano Braga,WIT
Luciana P. de Araújo Kohler,WIT
Leonardo Fronza,WIT
Andreza Sartori,WIT
Jennyfer Araújo,WIT
Sylvana Karla S. L. Santos,WIT
Soraya R. S. Medeiros,WIT
Inácio G. Medeiros,WIT
Ivyna Rayany Santino Alves,WIT
Marcella Medeiros Siqueira C. de Almeida,WIT
Lana Gomes,WIT
Vanessa Dantas,WIT
Caroline Reis Vieira Santos Rauta,WIT
Daniela Sbizera Justo,WIT
Rayana Prata Neves,WIT
Amanda de Oliveira Casagrande,WIT
Caroline Sacramento Alves,WIT
Juliana M. Oliveira dos Santos,WIT
Débora Abdalla,WIT
Marcia Ferreira Cristaldo,WIT
Marta Luzzi,WIT
Claudia Santos Fernandes,WIT
Amanda Raynara Quintana Theodoro,WIT
Ariadne Nicoly Mori de Paula,WIT
Bianca Fernandes Ribas,WIT
Clara Scatena da Silva,WIT
Diane Rosa da Silva,WIT
Giovanna Mara Paes Franco,WIT
Luana Arfux de Castro Nogueira,WIT
Alice Barbosa do Couto,WIT
Maria Eduarda Alves Barbosa,WIT
Nayara Arruda Cunha,WIT
Júlia Marotti,WIT
Francisco Campos,WIT
Julia Godinho,WIT
Gabriel SantClair,WIT
Flávia Villela,WIT
Janaina Gomide,WIT
Laura Emmanuella de Oliveira,WIT
Beatriz Becker,WIT
Camila Laricchia,WIT
Denise Siloto,WIT
Elisa Rocha,WIT
Milena Estanislau,WIT
Tabatta Martins,WIT
Valeria Nunes Belmonte,WIT
Larissa M. R. Alves,WIT
Samara Martins Nascimento,WIT
Veronica M. L. Silva,WIT
Thais Regina de M. B. Silva,WIT
Gláucia Braga e Silva,WIT
Maria Theresa Arruda Henriques,WIT
Alana Marques de Morais,WIT
Alana Marques de Morais,WIT
Cristiano Maciel,WIT
Ana Carolina Nesso Guedes,WIT
Ester de Lima Pontes Andrade,WIT
Kamila Almeida Benevides,WIT
Kelly Bianca Araujo Silva,WIT
Lilian Giselly Pereira Santos,WIT
Luana Júlia Nunes Ferreira,WIT
Natália de Assis Sousa,WIT
Rebeca de Jesus Brandão,WIT
Eliana Almeida,WIT
Sara das Mercês Silva,WIT
Geisiane S. Matos,WIT
Tatiane A. Nascimento,WIT
Fabíola Pantoja O. Araújo,WIT
Suzy Kamylla de Oliveira Menezes,WIT
Bruna Mariana F. de Souza,WIT
Kalil Ferreira,WIT
Adrya Araújo,WIT
Jeovana Leão,WIT
Julis Figueira de Araújo,WIT
Mariana Barros,WIT
Tanara Lauschner,WIT
Fabiola Guerra Nakamura,WIT
Camila Sass,WIT
Beatriz Chicaroni,WIT
Lara Tenore,WIT
Lidia Ferreira,WIT
